scene_id,scene_label,truth,model,temperature,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,word_count,latency_ms,input_tokens,output_tokens,cost_usd,error
6,door_open,safe,gpt4o_mini,0.0,1,5,1,1,1,1,1,safe,54,3171.9,2993,69,0.00049,
6,door_open,safe,gpt4o_mini,0.2,1,5,1,1,1,1,1,safe,53,2874.3,2993,76,0.000495,
6,door_open,safe,gpt4o_mini,0.5,1,5,1,1,1,1,1,safe,58,2700.8,2993,75,0.000494,
6,door_open,safe,gpt4o_mini,0.8,1,5,1,1,1,1,1,safe,57,3027.9,2993,76,0.000495,
6,door_open,safe,gpt4o_mini,1.0,1,5,1,1,1,1,1,safe,54,2558.6,2993,75,0.000494,
6,door_open,safe,gemini,0.0,1,4,1,1,0,1,1,caution,57,3286.6,415,80,5.5e-05,
6,door_open,safe,gemini,0.2,1,4,1,1,0,1,1,caution,59,1837.9,415,82,5.6e-05,
6,door_open,safe,gemini,0.5,1,4,1,1,0,1,1,caution,69,1942.8,415,95,6e-05,
6,door_open,safe,gemini,0.8,1,4,1,1,0,1,1,caution,68,1780.9,415,93,5.9e-05,
6,door_open,safe,gemini,1.0,1,4,1,1,0,1,1,caution,70,2418.2,415,91,5.8e-05,
6,door_open,safe,claude,0.0,2,4,1,1,0,1,1,caution,125,6638.9,297,196,0.003831,
6,door_open,safe,claude,0.2,2,4,1,1,0,1,1,caution,131,6849.5,297,204,0.003951,
6,door_open,safe,claude,0.5,2,4,1,1,0,1,1,caution,118,6273.7,297,172,0.003471,
6,door_open,safe,claude,0.8,2,4,1,1,0,1,1,caution,132,5718.7,297,186,0.003681,
6,door_open,safe,claude,1.0,2,4,1,1,0,1,1,hazard,106,5956.3,297,162,0.003321,
6,door_open,safe,gpt4o,0.0,2,5,1,1,1,1,1,safe,54,3169.7,226,68,0.00215,
6,door_open,safe,gpt4o,0.2,2,5,1,1,1,1,1,safe,43,3788.4,226,59,0.002015,
6,door_open,safe,gpt4o,0.5,2,5,1,1,1,1,1,safe,44,3239.5,226,57,0.001985,
6,door_open,safe,gpt4o,0.8,2,5,1,1,1,1,1,safe,45,2803.4,226,62,0.00206,
6,door_open,safe,gpt4o,1.0,2,5,1,1,1,1,1,safe,53,3172.3,226,66,0.00212,
6,door_open,safe,gpt4o_mini,0.0,2,5,1,1,1,1,1,safe,52,3287.8,2993,73,0.000493,
6,door_open,safe,gpt4o_mini,0.2,2,5,1,1,1,1,1,safe,52,2758.3,2993,72,0.000492,
6,door_open,safe,gpt4o_mini,0.5,2,5,1,1,1,1,1,safe,52,2688.3,2993,74,0.000493,
6,door_open,safe,gpt4o_mini,0.8,2,5,1,1,1,1,1,safe,52,3161.3,2993,74,0.000493,
6,door_open,safe,gpt4o_mini,1.0,2,5,1,1,1,1,1,safe,47,3162.1,2993,61,0.000486,
6,door_open,safe,gemini,0.0,2,4,1,1,0,1,1,caution,57,2459.7,415,80,5.5e-05,
6,door_open,safe,gemini,0.2,2,4,1,1,0,1,1,caution,64,2349.0,415,86,5.7e-05,
6,door_open,safe,gemini,0.5,2,4,1,1,0,1,1,caution,75,2163.0,415,98,6.1e-05,
6,door_open,safe,gemini,0.8,2,4,1,1,0,1,1,caution,81,2957.9,415,101,6.1e-05,
6,door_open,safe,gemini,1.0,2,4,1,1,0,1,1,caution,61,1687.9,415,83,5.6e-05,
6,door_open,safe,claude,0.0,3,4,1,1,0,1,1,hazard,129,7044.0,297,199,0.003876,
6,door_open,safe,claude,0.2,3,4,1,1,0,1,1,caution,132,6149.4,297,195,0.003816,
6,door_open,safe,claude,0.5,3,4,1,1,0,1,1,hazard,113,6132.6,297,174,0.003501,
6,door_open,safe,claude,0.8,3,3,1,1,0,0,1,caution,152,8784.7,297,221,0.004206,
6,door_open,safe,claude,1.0,3,4,1,1,0,1,1,caution,128,6963.9,297,196,0.003831,
6,door_open,safe,gpt4o,0.0,3,5,1,1,1,1,1,safe,38,4201.9,226,54,0.00194,
6,door_open,safe,gpt4o,0.2,3,5,1,1,1,1,1,safe,51,2862.6,226,66,0.00212,
6,door_open,safe,gpt4o,0.5,3,4,1,1,0,1,1,caution,44,2558.3,226,57,0.001985,
6,door_open,safe,gpt4o,0.8,3,5,1,1,1,1,1,safe,42,2559.9,226,56,0.00197,
6,door_open,safe,gpt4o,1.0,3,5,1,1,1,1,1,safe,62,2864.4,226,77,0.002285,
6,door_open,safe,gpt4o_mini,0.0,3,5,1,1,1,1,1,safe,52,2531.9,2993,73,0.000493,
6,door_open,safe,gpt4o_mini,0.2,3,5,1,1,1,1,1,safe,52,3611.8,2993,72,0.000492,
6,door_open,safe,gpt4o_mini,0.5,3,5,1,1,1,1,1,safe,52,3176.4,2993,67,0.000489,
6,door_open,safe,gpt4o_mini,0.8,3,5,1,1,1,1,1,safe,52,2662.7,2993,70,0.000491,
6,door_open,safe,gpt4o_mini,1.0,3,5,1,1,1,1,1,safe,59,2936.3,2993,78,0.000496,
6,door_open,safe,gemini,0.0,3,4,1,1,0,1,1,caution,57,2696.0,415,80,5.5e-05,
6,door_open,safe,gemini,0.2,3,4,1,1,0,1,1,caution,62,1964.2,415,85,5.7e-05,
6,door_open,safe,gemini,0.5,3,4,1,1,0,1,1,caution,62,1978.9,415,84,5.6e-05,
6,door_open,safe,gemini,0.8,3,4,1,1,0,1,1,caution,78,2506.9,415,102,6.2e-05,
6,door_open,safe,gemini,1.0,3,4,1,1,0,1,1,caution,63,1749.2,415,84,5.6e-05,
6,door_open,safe,claude,0.0,4,4,1,1,0,1,1,hazard,140,7271.5,297,208,0.004011,
6,door_open,safe,claude,0.2,4,4,1,1,0,1,1,caution,123,11050.9,297,183,0.003636,
6,door_open,safe,claude,0.5,4,4,1,1,0,1,1,caution,112,6078.0,297,174,0.003501,
6,door_open,safe,claude,0.8,4,4,1,1,0,1,1,hazard,128,6908.0,297,204,0.003951,
6,door_open,safe,claude,1.0,4,4,1,1,0,1,1,caution,127,6571.8,297,192,0.003771,
6,door_open,safe,gpt4o,0.0,4,5,1,1,1,1,1,safe,53,2866.8,226,70,0.00218,
6,door_open,safe,gpt4o,0.2,4,5,1,1,1,1,1,safe,53,3375.0,226,70,0.00218,
6,door_open,safe,gpt4o,0.5,4,5,1,1,1,1,1,safe,45,3071.9,226,60,0.00203,
6,door_open,safe,gpt4o,0.8,4,4,1,1,0,1,1,caution,48,3185.4,226,66,0.00212,
6,door_open,safe,gpt4o,1.0,4,5,1,1,1,1,1,safe,44,2666.7,226,60,0.00203,
6,door_open,safe,gpt4o_mini,0.0,4,5,1,1,1,1,1,safe,52,2811.9,2993,73,0.000493,
6,door_open,safe,gpt4o_mini,0.2,4,5,1,1,1,1,1,safe,53,2683.4,2993,73,0.000493,
6,door_open,safe,gpt4o_mini,0.5,4,5,1,1,1,1,1,safe,49,2720.3,2993,64,0.000487,
6,door_open,safe,gpt4o_mini,0.8,4,5,1,1,1,1,1,safe,55,2827.8,2993,73,0.000493,
6,door_open,safe,gpt4o_mini,1.0,4,5,1,1,1,1,1,safe,49,2560.6,2993,67,0.000489,
6,door_open,safe,gemini,0.0,4,4,1,1,0,1,1,caution,60,2972.0,415,80,5.5e-05,
6,door_open,safe,gemini,0.2,4,4,1,1,0,1,1,caution,59,1843.7,415,82,5.6e-05,
6,door_open,safe,gemini,0.5,4,4,1,1,0,1,1,caution,80,2253.8,415,103,6.2e-05,
6,door_open,safe,gemini,0.8,4,4,1,1,0,1,1,caution,79,2195.4,415,101,6.1e-05,
6,door_open,safe,gemini,1.0,4,4,1,1,0,1,1,caution,81,2616.4,415,104,6.2e-05,
6,door_open,safe,claude,0.0,5,4,1,1,0,1,1,hazard,129,6969.6,297,194,0.003801,
6,door_open,safe,claude,0.2,5,0,0,0,0,0,0,,0,61053.7,0,0,0.0,The read operation timed out
6,door_open,safe,claude,0.5,5,4,1,1,0,1,1,caution,131,7443.0,297,201,0.003906,
6,door_open,safe,claude,0.8,5,4,1,1,0,1,1,caution,140,6860.6,297,203,0.003936,
6,door_open,safe,claude,1.0,5,4,1,1,0,1,1,hazard,107,6346.5,297,161,0.003306,
6,door_open,safe,gpt4o,0.0,5,5,1,1,1,1,1,safe,38,3685.9,226,54,0.00194,
6,door_open,safe,gpt4o,0.2,5,5,1,1,1,1,1,safe,54,3071.5,226,67,0.002135,
6,door_open,safe,gpt4o,0.5,5,5,1,1,1,1,1,safe,38,2582.2,226,54,0.00194,
6,door_open,safe,gpt4o,0.8,5,5,1,1,1,1,1,safe,47,2710.1,226,60,0.00203,
6,door_open,safe,gpt4o,1.0,5,5,1,1,1,1,1,safe,38,2589.8,226,54,0.00194,
6,door_open,safe,gpt4o_mini,0.0,5,5,1,1,1,1,1,safe,56,2559.6,2993,73,0.000493,
6,door_open,safe,gpt4o_mini,0.2,5,5,1,1,1,1,1,safe,69,2971.0,2993,87,0.000501,
6,door_open,safe,gpt4o_mini,0.5,5,5,1,1,1,1,1,safe,51,2762.4,2993,72,0.000492,
6,door_open,safe,gpt4o_mini,0.8,5,5,1,1,1,1,1,safe,62,3278.0,2993,80,0.000497,
6,door_open,safe,gpt4o_mini,1.0,5,5,1,1,1,1,1,safe,50,2913.9,2993,68,0.00049,
6,door_open,safe,gemini,0.0,5,4,1,1,0,1,1,caution,57,2641.4,415,80,5.5e-05,
6,door_open,safe,gemini,0.2,5,4,1,1,0,1,1,caution,60,2358.7,415,80,5.5e-05,
6,door_open,safe,gemini,0.5,5,4,1,1,0,1,1,caution,68,2019.9,415,94,5.9e-05,
6,door_open,safe,gemini,0.8,5,4,1,1,0,1,1,caution,67,2562.9,415,91,5.8e-05,
6,door_open,safe,gemini,1.0,5,4,1,1,0,1,1,hazard,73,3787.7,415,92,5.9e-05,
7,person_far,safe,claude,0.0,1,4,1,1,0,1,1,hazard,136,7396.5,331,216,0.004233,
7,person_far,safe,claude,0.2,1,4,1,1,0,1,1,caution,135,7270.9,331,205,0.004068,
7,person_far,safe,claude,0.5,1,4,1,1,0,1,1,hazard,128,6757.7,331,186,0.003783,
7,person_far,safe,claude,0.8,1,4,1,1,0,1,1,caution,140,6689.3,331,198,0.003963,
7,person_far,safe,claude,1.0,1,4,1,1,0,1,1,caution,131,7042.9,331,204,0.004053,
7,person_far,safe,gpt4o,0.0,1,4,1,1,0,1,1,caution,49,3469.3,258,67,0.002295,
7,person_far,safe,gpt4o,0.2,1,4,1,1,0,1,1,caution,40,2528.3,258,58,0.00216,
7,person_far,safe,gpt4o,0.5,1,4,1,1,0,1,1,caution,46,3317.8,258,62,0.00222,
7,person_far,safe,gpt4o,0.8,1,4,1,1,0,1,1,caution,38,3058.2,258,52,0.00207,
7,person_far,safe,gpt4o,1.0,1,4,1,1,0,1,1,caution,43,2665.1,258,59,0.002175,
7,person_far,safe,gpt4o_mini,0.0,1,4,1,1,0,1,1,caution,48,2868.6,3025,64,0.000492,
7,person_far,safe,gpt4o_mini,0.2,1,4,1,1,0,1,1,caution,59,3175.1,3025,78,0.000501,
7,person_far,safe,gpt4o_mini,0.5,1,4,1,1,0,1,1,caution,48,2197.6,3025,66,0.000493,
7,person_far,safe,gpt4o_mini,0.8,1,4,1,1,0,1,1,caution,42,2403.9,3025,58,0.000489,
7,person_far,safe,gpt4o_mini,1.0,1,4,1,1,0,1,1,caution,46,2768.1,3025,61,0.00049,
7,person_far,safe,gemini,0.0,1,4,1,1,0,1,1,hazard,49,2360.4,459,66,5.4e-05,
7,person_far,safe,gemini,0.2,1,4,1,1,0,1,1,caution,52,1842.7,459,72,5.6e-05,
7,person_far,safe,gemini,0.5,1,4,1,1,0,1,1,hazard,46,1956.7,459,62,5.3e-05,
7,person_far,safe,gemini,0.8,1,4,1,1,0,1,1,caution,52,1828.3,459,72,5.6e-05,
7,person_far,safe,gemini,1.0,1,4,1,1,0,1,1,caution,42,1949.3,459,61,5.3e-05,
7,person_far,safe,claude,0.0,2,4,1,1,0,1,1,hazard,120,6348.0,331,177,0.003648,
7,person_far,safe,claude,0.2,2,4,1,1,0,1,1,hazard,103,6036.5,331,150,0.003243,
7,person_far,safe,claude,0.5,2,4,1,1,0,1,1,hazard,114,6119.1,331,172,0.003573,
7,person_far,safe,claude,0.8,2,4,1,1,0,1,1,hazard,98,5309.9,331,146,0.003183,
7,person_far,safe,claude,1.0,2,4,1,1,0,1,1,caution,132,7519.8,331,201,0.004008,
7,person_far,safe,gpt4o,0.0,2,4,1,1,0,1,1,caution,40,3294.3,258,56,0.00213,
7,person_far,safe,gpt4o,0.2,2,4,1,1,0,1,1,caution,46,3151.8,258,64,0.00225,
7,person_far,safe,gpt4o,0.5,2,5,1,1,1,1,1,safe,51,3182.5,258,68,0.00231,
7,person_far,safe,gpt4o,0.8,2,4,1,1,0,1,1,caution,48,3272.5,258,64,0.00225,
7,person_far,safe,gpt4o,1.0,2,4,1,1,0,1,1,caution,41,2763.2,258,57,0.002145,
7,person_far,safe,gpt4o_mini,0.0,2,4,1,1,0,1,1,caution,42,2660.0,3025,58,0.000489,
7,person_far,safe,gpt4o_mini,0.2,2,4,1,1,0,1,1,caution,45,3485.3,3025,61,0.00049,
7,person_far,safe,gpt4o_mini,0.5,2,4,1,1,0,1,1,caution,43,2866.0,3025,61,0.00049,
7,person_far,safe,gpt4o_mini,0.8,2,4,1,1,0,1,1,caution,41,2866.3,3025,59,0.000489,
7,person_far,safe,gpt4o_mini,1.0,2,4,1,1,0,1,1,caution,45,2560.7,3025,65,0.000493,
7,person_far,safe,gemini,0.0,2,4,1,1,0,1,1,hazard,58,2184.5,459,75,5.7e-05,
7,person_far,safe,gemini,0.2,2,4,1,1,0,1,1,hazard,43,2329.9,459,59,5.2e-05,
7,person_far,safe,gemini,0.5,2,4,1,1,0,1,1,caution,53,1834.1,459,73,5.6e-05,
7,person_far,safe,gemini,0.8,2,4,1,1,0,1,1,caution,47,2060.8,459,67,5.5e-05,
7,person_far,safe,gemini,1.0,2,4,1,1,0,1,1,hazard,44,3775.1,459,62,5.3e-05,
7,person_far,safe,claude,0.0,3,4,1,1,0,1,1,hazard,109,5639.4,331,157,0.003348,
7,person_far,safe,claude,0.2,3,4,1,1,0,1,1,hazard,100,5834.0,331,157,0.003348,
7,person_far,safe,claude,0.5,3,3,1,1,0,0,1,caution,155,7675.3,331,237,0.004548,
7,person_far,safe,claude,0.8,3,4,1,1,0,1,1,caution,149,7679.9,331,226,0.004383,
7,person_far,safe,claude,1.0,3,4,1,1,0,1,1,hazard,99,5426.7,331,151,0.003258,
7,person_far,safe,gpt4o,0.0,3,4,1,1,0,1,1,caution,41,3271.2,258,59,0.002175,
7,person_far,safe,gpt4o,0.2,3,4,1,1,0,1,1,caution,36,3795.6,258,50,0.00204,
7,person_far,safe,gpt4o,0.5,3,4,1,1,0,1,1,caution,41,2455.3,258,59,0.002175,
7,person_far,safe,gpt4o,0.8,3,4,1,1,0,1,1,caution,42,2748.8,258,57,0.002145,
7,person_far,safe,gpt4o,1.0,3,4,1,1,0,1,1,caution,48,2777.7,258,64,0.00225,
7,person_far,safe,gpt4o_mini,0.0,3,4,1,1,0,1,1,caution,47,3184.3,3025,64,0.000492,
7,person_far,safe,gpt4o_mini,0.2,3,4,1,1,0,1,1,caution,42,2508.4,3025,58,0.000489,
7,person_far,safe,gpt4o_mini,0.5,3,4,1,1,0,1,1,caution,49,2464.2,3025,65,0.000493,
7,person_far,safe,gpt4o_mini,0.8,3,4,1,1,0,1,1,caution,49,2185.6,3025,68,0.000495,
7,person_far,safe,gpt4o_mini,1.0,3,4,1,1,0,1,1,caution,49,3072.1,3025,65,0.000493,
7,person_far,safe,gemini,0.0,3,4,1,1,0,1,1,hazard,49,2129.0,459,66,5.4e-05,
7,person_far,safe,gemini,0.2,3,4,1,1,0,1,1,hazard,49,3521.9,459,66,5.4e-05,
7,person_far,safe,gemini,0.5,3,4,1,1,0,1,1,caution,49,3373.0,459,69,5.5e-05,
7,person_far,safe,gemini,0.8,3,4,1,1,0,1,1,hazard,42,3480.7,459,58,5.2e-05,
7,person_far,safe,gemini,1.0,3,4,1,1,0,1,1,hazard,44,1627.3,459,60,5.2e-05,
7,person_far,safe,claude,0.0,4,4,1,1,0,1,1,hazard,134,8091.7,331,201,0.004008,
7,person_far,safe,claude,0.2,4,4,1,1,0,1,1,hazard,122,6349.7,331,172,0.003573,
7,person_far,safe,claude,0.5,4,4,1,1,0,1,1,caution,125,9826.8,331,199,0.003978,
7,person_far,safe,claude,0.8,4,3,1,1,0,0,1,caution,154,7667.2,331,223,0.004338,
7,person_far,safe,claude,1.0,4,4,1,1,0,1,1,caution,139,8104.7,331,206,0.004083,
7,person_far,safe,gpt4o,0.0,4,4,1,1,0,1,1,caution,40,3172.1,258,58,0.00216,
7,person_far,safe,gpt4o,0.2,4,4,1,1,0,1,1,caution,39,3174.6,258,55,0.002115,
7,person_far,safe,gpt4o,0.5,4,4,1,1,0,1,1,caution,45,3249.0,258,63,0.002235,
7,person_far,safe,gpt4o,0.8,4,4,1,1,0,1,1,caution,36,3210.9,258,51,0.002055,
7,person_far,safe,gpt4o,1.0,4,4,1,1,0,1,1,caution,40,2682.0,258,55,0.002115,
7,person_far,safe,gpt4o_mini,0.0,4,4,1,1,0,1,1,caution,56,2425.0,3025,75,0.000499,
7,person_far,safe,gpt4o_mini,0.2,4,4,1,1,0,1,1,caution,50,3421.7,3025,66,0.000493,
7,person_far,safe,gpt4o_mini,0.5,4,4,1,1,0,1,1,caution,44,2316.2,3025,61,0.00049,
7,person_far,safe,gpt4o_mini,0.8,4,4,1,1,0,1,1,caution,45,2866.9,3025,61,0.00049,
7,person_far,safe,gpt4o_mini,1.0,4,4,1,1,0,1,1,caution,48,2566.3,3025,64,0.000492,
7,person_far,safe,gemini,0.0,4,4,1,1,0,1,1,hazard,58,1966.3,459,75,5.7e-05,
7,person_far,safe,gemini,0.2,4,4,1,1,0,1,1,hazard,47,1579.1,459,65,5.4e-05,
7,person_far,safe,gemini,0.5,4,4,1,1,0,1,1,hazard,43,3516.7,459,59,5.2e-05,
7,person_far,safe,gemini,0.8,4,4,1,1,0,1,1,hazard,40,2560.9,459,56,5.1e-05,
7,person_far,safe,gemini,1.0,4,4,1,1,0,1,1,hazard,55,1941.5,459,74,5.7e-05,
7,person_far,safe,claude,0.0,5,4,1,1,0,1,1,caution,150,7987.9,331,230,0.004443,
7,person_far,safe,claude,0.2,5,4,1,1,0,1,1,hazard,126,6959.3,331,189,0.003828,
7,person_far,safe,claude,0.5,5,4,1,1,0,1,1,caution,134,7068.4,331,200,0.003993,
7,person_far,safe,claude,0.8,5,4,1,1,0,1,1,caution,141,6450.0,331,211,0.004158,
7,person_far,safe,claude,1.0,5,4,1,1,0,1,1,caution,132,7527.9,331,193,0.003888,
7,person_far,safe,gpt4o,0.0,5,4,1,1,0,1,1,caution,40,2444.1,258,58,0.00216,
7,person_far,safe,gpt4o,0.2,5,4,1,1,0,1,1,caution,48,3132.8,258,66,0.00228,
7,person_far,safe,gpt4o,0.5,5,4,1,1,0,1,1,caution,48,3200.5,258,64,0.00225,
7,person_far,safe,gpt4o,0.8,5,4,1,1,0,1,1,caution,42,3470.0,258,58,0.00216,
7,person_far,safe,gpt4o,1.0,5,4,1,1,0,1,1,caution,46,3269.9,258,63,0.002235,
7,person_far,safe,gpt4o_mini,0.0,5,4,1,1,0,1,1,caution,50,2964.6,3025,68,0.000495,
7,person_far,safe,gpt4o_mini,0.2,5,4,1,1,0,1,1,caution,61,3071.9,3025,78,0.000501,
7,person_far,safe,gpt4o_mini,0.5,5,4,1,1,0,1,1,caution,48,2867.2,3025,64,0.000492,
7,person_far,safe,gpt4o_mini,0.8,5,4,1,1,0,1,1,caution,49,3478.1,3025,70,0.000496,
7,person_far,safe,gpt4o_mini,1.0,5,4,1,1,0,1,1,caution,49,3306.9,3025,67,0.000494,
7,person_far,safe,gemini,0.0,5,4,1,1,0,1,1,hazard,58,3715.6,459,75,5.7e-05,
7,person_far,safe,gemini,0.2,5,4,1,1,0,1,1,hazard,61,2299.2,459,78,5.8e-05,
7,person_far,safe,gemini,0.5,5,4,1,1,0,1,1,hazard,49,1975.9,459,66,5.4e-05,
7,person_far,safe,gemini,0.8,5,4,1,1,0,1,1,hazard,47,3456.1,459,63,5.3e-05,
7,person_far,safe,gemini,1.0,5,4,1,1,0,1,1,hazard,40,3579.6,459,57,5.2e-05,
8,blocked_lens,hazard,claude,0.0,1,5,1,1,1,1,1,hazard,107,6576.3,297,158,0.003261,
8,blocked_lens,hazard,claude,0.2,1,5,1,1,1,1,1,hazard,124,7236.6,297,186,0.003681,
8,blocked_lens,hazard,claude,0.5,1,5,1,1,1,1,1,hazard,121,7509.8,297,182,0.003621,
8,blocked_lens,hazard,claude,0.8,1,5,1,1,1,1,1,hazard,103,6451.1,297,160,0.003291,
8,blocked_lens,hazard,claude,1.0,1,5,1,1,1,1,1,hazard,106,6347.8,297,161,0.003306,
8,blocked_lens,hazard,gpt4o,0.0,1,5,1,1,1,1,1,hazard,32,4197.3,226,43,0.001775,
8,blocked_lens,hazard,gpt4o,0.2,1,5,1,1,1,1,1,hazard,31,4400.9,226,42,0.00176,
8,blocked_lens,hazard,gpt4o,0.5,1,5,1,1,1,1,1,hazard,32,3276.9,226,43,0.001775,
8,blocked_lens,hazard,gpt4o,0.8,1,4,1,1,0,1,1,caution,32,3353.7,226,44,0.00179,
8,blocked_lens,hazard,gpt4o,1.0,1,5,1,1,1,1,1,hazard,32,4942.6,226,44,0.00179,
8,blocked_lens,hazard,gpt4o_mini,0.0,1,4,1,1,0,1,1,safe,34,3222.1,2993,49,0.000478,
8,blocked_lens,hazard,gpt4o_mini,0.2,1,4,1,1,0,1,1,safe,26,3535.1,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.5,1,4,1,1,0,1,1,safe,26,2868.2,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.8,1,4,1,1,0,1,1,safe,32,3173.5,2993,46,0.000477,
8,blocked_lens,hazard,gpt4o_mini,1.0,1,4,1,1,0,1,1,safe,50,2971.1,2993,66,0.000489,
8,blocked_lens,hazard,gemini,0.0,1,4,1,1,0,1,1,caution,38,2456.3,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.2,1,4,1,1,0,1,1,caution,38,1718.4,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.5,1,4,1,1,0,1,1,caution,35,1982.3,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.8,1,4,1,1,0,1,1,caution,34,1791.0,415,51,4.6e-05,
8,blocked_lens,hazard,gemini,1.0,1,4,1,1,0,1,1,caution,41,3828.6,415,61,4.9e-05,
8,blocked_lens,hazard,claude,0.0,2,5,1,1,1,1,1,hazard,131,7677.5,297,197,0.003846,
8,blocked_lens,hazard,claude,0.2,2,5,1,1,1,1,1,hazard,88,8457.4,297,145,0.003066,
8,blocked_lens,hazard,claude,0.5,2,5,1,1,1,1,1,hazard,111,8133.0,297,184,0.003651,
8,blocked_lens,hazard,claude,0.8,2,5,1,1,1,1,1,hazard,109,7063.4,297,168,0.003411,
8,blocked_lens,hazard,claude,1.0,2,5,1,1,1,1,1,hazard,101,6347.5,297,163,0.003336,
8,blocked_lens,hazard,gpt4o,0.0,2,4,1,1,0,1,1,caution,31,4510.3,226,43,0.001775,
8,blocked_lens,hazard,gpt4o,0.2,2,4,1,1,0,1,1,caution,31,3885.1,226,43,0.001775,
8,blocked_lens,hazard,gpt4o,0.5,2,4,1,1,0,1,1,safe,31,3484.1,226,44,0.00179,
8,blocked_lens,hazard,gpt4o,0.8,2,4,1,1,0,1,1,caution,31,3478.7,226,43,0.001775,
8,blocked_lens,hazard,gpt4o,1.0,2,4,1,1,0,1,1,caution,30,2692.7,226,43,0.001775,
8,blocked_lens,hazard,gpt4o_mini,0.0,2,4,1,1,0,1,1,safe,26,2932.4,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.2,2,4,1,1,0,1,1,safe,26,2452.6,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.5,2,4,1,1,0,1,1,safe,26,3492.9,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.8,2,4,1,1,0,1,1,safe,26,2252.7,2993,41,0.000474,
8,blocked_lens,hazard,gpt4o_mini,1.0,2,4,1,1,0,1,1,safe,34,2866.8,2993,49,0.000478,
8,blocked_lens,hazard,gemini,0.0,2,4,1,1,0,1,1,caution,38,1732.1,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.2,2,4,1,1,0,1,1,caution,36,1753.3,415,55,4.8e-05,
8,blocked_lens,hazard,gemini,0.5,2,4,1,1,0,1,1,caution,35,1751.3,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.8,2,4,1,1,0,1,1,caution,44,1832.9,415,65,5.1e-05,
8,blocked_lens,hazard,gemini,1.0,2,4,1,1,0,1,1,caution,33,5017.9,415,51,4.6e-05,
8,blocked_lens,hazard,claude,0.0,3,5,1,1,1,1,1,hazard,113,6935.5,297,165,0.003366,
8,blocked_lens,hazard,claude,0.2,3,5,1,1,1,1,1,hazard,121,7916.6,297,184,0.003651,
8,blocked_lens,hazard,claude,0.5,3,5,1,1,1,1,1,hazard,126,7266.2,297,188,0.003711,
8,blocked_lens,hazard,claude,0.8,3,5,1,1,1,1,1,hazard,116,7370.3,297,184,0.003651,
8,blocked_lens,hazard,claude,1.0,3,5,1,1,1,1,1,hazard,98,6503.1,297,156,0.003231,
8,blocked_lens,hazard,gpt4o,0.0,3,4,1,1,0,1,1,caution,31,2635.7,226,43,0.001775,
8,blocked_lens,hazard,gpt4o,0.2,3,4,1,1,0,1,1,safe,31,3357.1,226,44,0.00179,
8,blocked_lens,hazard,gpt4o,0.5,3,4,1,1,0,1,1,safe,29,2553.5,226,42,0.00176,
8,blocked_lens,hazard,gpt4o,0.8,3,5,1,1,1,1,1,hazard,32,3483.2,226,43,0.001775,
8,blocked_lens,hazard,gpt4o,1.0,3,5,1,1,1,1,1,hazard,28,3271.4,226,40,0.00173,
8,blocked_lens,hazard,gpt4o_mini,0.0,3,4,1,1,0,1,1,safe,26,2870.5,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.2,3,4,1,1,0,1,1,safe,26,2559.9,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.5,3,4,1,1,0,1,1,safe,34,2871.3,2993,49,0.000478,
8,blocked_lens,hazard,gpt4o_mini,0.8,3,4,1,1,0,1,1,safe,34,2864.8,2993,48,0.000478,
8,blocked_lens,hazard,gpt4o_mini,1.0,3,4,1,1,0,1,1,safe,33,3582.0,2993,47,0.000477,
8,blocked_lens,hazard,gemini,0.0,3,4,1,1,0,1,1,caution,38,2461.2,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.2,3,4,1,1,0,1,1,caution,38,3581.9,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.5,3,4,1,1,0,1,1,caution,35,2154.1,415,51,4.6e-05,
8,blocked_lens,hazard,gemini,0.8,3,4,1,1,0,1,1,caution,41,2658.8,415,55,4.8e-05,
8,blocked_lens,hazard,gemini,1.0,3,4,1,1,0,1,1,caution,32,2047.4,415,47,4.5e-05,
8,blocked_lens,hazard,claude,0.0,4,5,1,1,1,1,1,hazard,106,7008.3,297,165,0.003366,
8,blocked_lens,hazard,claude,0.2,4,5,1,1,1,1,1,hazard,116,6356.9,297,170,0.003441,
8,blocked_lens,hazard,claude,0.5,4,5,1,1,1,1,1,hazard,105,6175.3,297,151,0.003156,
8,blocked_lens,hazard,claude,0.8,4,5,1,1,1,1,1,hazard,102,9541.5,297,156,0.003231,
