run,model,scene_label,truth,latency_ms,input_tokens,output_tokens,cost_usd,reply,error
5,gpt4o_mini,wall_close,hazard,2589.3,3531,101,0.00059,"Description: The image shows a plain wall with no visible obstacles or persons in the immediate flight path. The YOLO detection indicates a wall and a person up close, but visually, there are no people present within the frame, suggesting a discrepancy in the YOLO estimate. 

Proximity: Based on visual evidence, there are no persons visible, and the wall is the only object present, which appears to be at least 1m away.

Risk: safe  
Pilot suggested action: PITCH_FORWARD",
5,gpt4o_mini,object_table,caution,3239.1,3495,125,0.000599,"Description: The image shows a laptop on a table in a cluttered room with various objects in the background. There are no visible obstacles directly in the flight path at ~1m altitude, but the scene is somewhat cluttered, which aligns with the CLIP label indicating caution. There are no YOLO detections present, which suggests a lack of identifiable obstacles, but caution is warranted due to the cluttered environment.

Proximity: The laptop and surrounding objects appear to be at table height, with no immediate obstacles within ~1m of the drone's flight path.

Risk: caution

Pilot suggested action: HOVER",
5,gpt4o_mini,dim_light,caution,3360.5,3535,109,0.000596,"Description: The image appears to show a cluttered indoor space with various objects, but it is dimly lit, making it difficult to assess the exact layout. The YOLO detection indicates a wall nearby, but the visual evidence suggests that the wall is not directly in the flight path at ~1m altitude. 
Proximity: The wall appears to be at least 0.3m away, but the cluttered nature of the room suggests there may be additional obstacles at floor level.
Risk: caution
Pilot suggested action: HOVER",
5,gpt4o_mini,cluttered,caution,2815.2,3495,99,0.000584,"Description: The image shows a cluttered indoor environment with various objects, including a stapler and a box, visible on a table. The YOLO detection indicates no obstacles, but the CLIP label suggests a cluttered room, which aligns with the visual assessment of the scene. 
Proximity: The closest objects appear to be within 1-2 meters, but they are not directly in the flight path at 1 meter altitude.
Risk: caution
Pilot suggested action: HOVER",
5,gpt4o_mini,door_open,safe,3286.3,3531,93,0.000585,"Description: The image shows an open room with glass partitions and a clear path ahead. The YOLO detection indicates a window, but the estimated distance seems inaccurate as the window is part of the navigable space. There are no visible obstacles in the flight path at ~1m altitude.  
Proximity: The nearest objects appear to be more than 2m away, and the path is clear.  
Risk: safe  
Pilot suggested action: PITCH_FORWARD",
5,gpt4o_mini,person_far,caution,3079.9,3569,107,0.0006,"Description: The image shows a cluttered room with a person standing in the background and a chair nearby. The YOLO detection indicates the person is approximately 0.57m away, but visually they appear to be further back, likely more than 3m away. The scene is somewhat cluttered but not dark or obstructed. 

Proximity: The person appears to be more than 3m away, and the flight path is clear at ~1m altitude.

Risk: safe  
Pilot suggested action: PITCH_FORWARD",
5,gpt4o_mini,blocked_lens,hazard,3190.7,3498,95,0.000582,"Description: The image appears to be dark and grainy, with no clear visual features identifiable. YOLO detections indicate none, and the CLIP label suggests uncertainty due to darkness or a covered lens. This aligns with the visual assessment of the image being unclear. 

Proximity: The visual evidence does not provide any clear indication of nearby obstacles or persons, but the darkness makes it difficult to assess the environment accurately.

Risk: caution  
Pilot suggested action: HOVER",
5,gemini,person_near,hazard,3388.1,1019,93,0.000104,"Description: A person is directly in front of the drone, bending over. A chair is visible to the left, further back. The CLIP label ""cluttered room obstacles"" is consistent with the background. YOLO's distance estimate for the person (~0.31m) appears accurate given their size in the frame.
Proximity: Person is very close, less than 1 meter.
Risk: hazard
Pilot suggested action: PITCH_BACK",
5,gemini,wall_close,hazard,3078.3,969,78,9.6e-05,"Description: The image shows a plain, light-colored wall directly in front of the drone. YOLO detects a wall, and the visual evidence confirms this. CLIP's ""person up close"" label is incorrect; there is no person visible.
Proximity: Very close, likely less than 0.5m.
Risk: hazard
Pilot suggested action: PITCH_BACK",
5,gemini,object_table,caution,2664.6,927,99,9.9e-05,"Description: The image shows a laptop on a table, with a cluttered background of what appears to be shelves or furniture. The CLIP label ""cluttered room obstacles"" is consistent with the background. The flight path at ~1m altitude appears clear above the laptop.
Proximity: The laptop is close, likely within 1-2m, but below the drone's flight path. The background clutter is further away.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
5,gemini,dim_light,caution,2331.6,973,130,0.000112,"Description: The image is very dark and grainy, making it difficult to discern details. There appears to be a large, light-colored object on the right, possibly a wall or a large plant, and other indistinct shapes in the background. YOLO detects a ""wall"" very close, which is consistent with the large object on the right. CLIP suggests a ""cluttered room obstacles"" which aligns with the general lack of clarity and potential objects.
Proximity: Very close, likely within 0.5m, based on the large object dominating the right side of the frame.
Risk: hazard
Pilot suggested action: PITCH_BACK",
5,gemini,cluttered,caution,2506.5,927,113,0.000103,"Description: The image shows a cluttered scene with various objects on what appears to be a table or counter. A large white object is prominent on the left, and other items like a box, a stapler-like object, and a white container are visible. The CLIP label ""cluttered room obstacles"" is consistent with the visual evidence.
Proximity: The objects are very close, likely within 1 meter of the drone, and appear to be directly in the flight path at ~1m altitude.
Risk: hazard
Pilot suggested action: HOVER",
5,gemini,door_open,safe,2380.0,972,107,0.000105,"Description: I see an open doorway or partition on the right, leading into a larger room with what appears to be tables or equipment. The YOLO detection of ""window"" with an estimated distance of ~2.46m seems to refer to this open area, which is navigable. The CLIP label ""open room safe path"" aligns with the visual assessment.
Proximity: The open doorway/partition is immediately to the right, but the path ahead appears clear.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
5,gemini,person_far,caution,2675.9,1019,81,0.000101,"Description: I see a person standing directly in front of the drone, appearing to block the path. A chair is visible to the left, below the drone's flight path. The CLIP label of ""cluttered room obstacles"" is consistent with the scene.
Proximity: The person is very close, likely within 1 meter.
Risk: hazard
Pilot suggested action: PITCH_BACK",
5,gemini,blocked_lens,hazard,3189.5,931,58,8.7e-05,"Description: The image is completely dark and obscured by static, making it impossible to discern any objects or the environment. CLIP's label of ""uncertain (dark or covered lens)"" is consistent with the image.
Proximity: Unknown
Risk: hazard
Pilot suggested action: HOVER",
