scene_id,scene_label,truth,model,technique,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,latency_ms,input_tokens,output_tokens,cost_usd,error
5,cluttered,caution,gpt4o_mini,cot,3,5,1,1,1,1,1,caution,SLOW_DOWN,112,4081.2,2965,152,0.000536,
5,cluttered,caution,gemini,cot,3,3,1,1,0,0,1,hazard,STOP,240,3171.5,387,302,0.00012,
5,cluttered,caution,claude,structured,3,4,1,1,0,1,1,hazard,HOLD,58,5017.5,281,140,0.002943,
5,cluttered,caution,gpt4o,structured,3,4,1,1,0,1,1,safe,PROCEED,32,4180.2,212,78,0.00223,
5,cluttered,caution,gpt4o_mini,structured,3,4,1,1,0,1,1,safe,PROCEED,33,2955.1,2979,81,0.000495,
5,cluttered,caution,gemini,structured,3,4,1,1,0,1,1,safe,PROCEED,42,1821.2,407,106,6.2e-05,
5,cluttered,caution,claude,react,3,3,1,1,0,0,1,hazard,STOP,190,9887.8,261,320,0.005583,
5,cluttered,caution,gpt4o,react,3,5,1,1,1,1,1,caution,SLOW_DOWN,92,3784.9,200,117,0.002755,
5,cluttered,caution,gpt4o_mini,react,3,5,1,1,1,1,1,caution,SLOW_DOWN,118,3530.0,2967,155,0.000538,
5,cluttered,caution,gemini,react,3,5,1,1,1,1,1,caution,SLOW_DOWN,114,2925.2,388,150,7.4e-05,
5,cluttered,caution,claude,zero_shot,4,3,1,1,0,0,1,hazard,STOP,174,8808.8,191,276,0.004713,
5,cluttered,caution,gpt4o,zero_shot,4,3,1,0,0,1,1,safe,PROCEED,32,3481.4,137,42,0.001315,
5,cluttered,caution,gpt4o_mini,zero_shot,4,3,1,0,0,1,1,safe,PROCEED,49,2455.7,2904,61,0.000472,
5,cluttered,caution,gemini,zero_shot,4,4,1,1,1,0,1,caution,LAND,187,4093.7,322,226,9.2e-05,
5,cluttered,caution,claude,few_shot_3,4,3,1,1,0,0,1,hazard,STOP,184,9626.2,337,285,0.005286,
5,cluttered,caution,gpt4o,few_shot_3,4,5,1,1,1,1,1,caution,SLOW_DOWN,58,3860.4,269,71,0.00241,
5,cluttered,caution,gpt4o_mini,few_shot_3,4,5,1,1,1,1,1,caution,SLOW_DOWN,56,2591.1,3036,73,0.000499,
5,cluttered,caution,gemini,few_shot_3,4,5,1,1,1,1,1,caution,SLOW_DOWN,51,2572.8,462,75,5.7e-05,
5,cluttered,caution,claude,cot,4,3,1,1,0,0,1,hazard,HOLD,189,8816.2,256,314,0.005478,
5,cluttered,caution,gpt4o,cot,4,4,1,1,0,1,1,safe,PROCEED,74,3998.1,198,104,0.00255,
5,cluttered,caution,gpt4o_mini,cot,4,4,1,1,0,1,1,safe,PROCEED,135,3452.8,2965,182,0.000554,
5,cluttered,caution,gemini,cot,4,4,1,1,1,0,1,caution,SLOW_DOWN,240,3486.0,387,296,0.000118,
5,cluttered,caution,claude,structured,4,4,1,1,0,1,1,hazard,STOP,51,5217.1,281,134,0.002853,
5,cluttered,caution,gpt4o,structured,4,4,1,1,0,1,1,safe,PROCEED,35,4097.6,212,87,0.002365,
5,cluttered,caution,gpt4o_mini,structured,4,5,1,1,1,1,1,caution,SLOW_DOWN,27,2867.8,2979,78,0.000494,
5,cluttered,caution,gemini,structured,4,4,1,1,0,1,1,hazard,STOP,54,2257.5,407,115,6.5e-05,
5,cluttered,caution,claude,react,4,2,1,1,0,0,0,hazard,,189,9928.3,261,320,0.005583,
5,cluttered,caution,gpt4o,react,4,4,1,0,1,1,1,caution,SLOW_DOWN,77,3993.4,200,99,0.002485,
5,cluttered,caution,gpt4o_mini,react,4,4,1,0,1,1,1,caution,SLOW_DOWN,109,3076.2,2967,142,0.00053,
5,cluttered,caution,gemini,react,4,4,1,1,1,0,1,caution,SLOW_DOWN,152,3174.1,388,193,8.7e-05,
5,cluttered,caution,claude,zero_shot,5,3,1,1,0,0,1,hazard,STOP,180,9498.2,191,308,0.005193,
5,cluttered,caution,gpt4o,zero_shot,5,3,1,0,0,1,1,safe,PROCEED,34,2640.0,137,44,0.001345,
5,cluttered,caution,gpt4o_mini,zero_shot,5,4,1,1,0,1,1,safe,PROCEED,48,2310.1,2904,60,0.000472,
5,cluttered,caution,gemini,zero_shot,5,3,1,1,0,0,1,hazard,STOP,161,3481.1,322,192,8.2e-05,
5,cluttered,caution,claude,few_shot_3,5,3,1,1,0,0,1,hazard,STOP,162,8596.9,337,264,0.004971,
5,cluttered,caution,gpt4o,few_shot_3,5,5,1,1,1,1,1,caution,SLOW_DOWN,40,3182.5,269,53,0.00214,
5,cluttered,caution,gpt4o_mini,few_shot_3,5,5,1,1,1,1,1,caution,SLOW_DOWN,67,2860.1,3036,80,0.000503,
5,cluttered,caution,gemini,few_shot_3,5,5,1,1,1,1,1,caution,SLOW_DOWN,62,2257.1,462,87,6.1e-05,
5,cluttered,caution,claude,cot,5,3,1,1,0,0,1,hazard,HOLD,185,9238.1,256,320,0.005568,
5,cluttered,caution,gpt4o,cot,5,4,1,1,0,1,1,safe,PROCEED,83,4375.3,198,111,0.002655,
5,cluttered,caution,gpt4o_mini,cot,5,4,1,1,1,0,1,caution,SLOW_DOWN,159,4711.3,2965,208,0.00057,
5,cluttered,caution,gemini,cot,5,3,1,1,0,0,1,hazard,STOP,186,3177.9,387,235,0.0001,
5,cluttered,caution,claude,structured,5,4,1,1,0,1,1,hazard,HOLD,52,8193.6,281,133,0.002838,
5,cluttered,caution,gpt4o,structured,5,4,1,1,0,1,1,safe,PROCEED,33,3046.9,212,84,0.00232,
5,cluttered,caution,gpt4o_mini,structured,5,5,1,1,1,1,1,caution,SLOW_DOWN,25,2484.5,2979,75,0.000492,
5,cluttered,caution,gemini,structured,5,4,1,1,0,1,1,hazard,LAND,40,2403.6,407,102,6.1e-05,
5,cluttered,caution,claude,react,5,2,1,1,0,0,0,hazard,,198,9470.3,261,320,0.005583,
5,cluttered,caution,gpt4o,react,5,5,1,1,1,1,1,caution,SLOW_DOWN,111,5132.4,200,136,0.00304,
5,cluttered,caution,gpt4o_mini,react,5,5,1,1,1,1,1,caution,SLOW_DOWN,109,3158.8,2967,140,0.000529,
5,cluttered,caution,gemini,react,5,3,1,1,0,0,1,hazard,STOP,164,3179.0,388,204,9e-05,
6,door_open,safe,claude,zero_shot,1,3,1,1,0,0,1,hazard,STOP,178,8512.4,191,278,0.004743,
6,door_open,safe,gpt4o,zero_shot,1,4,1,0,1,1,1,safe,PROCEED,38,3268.8,137,49,0.00142,
6,door_open,safe,gpt4o_mini,zero_shot,1,4,1,0,1,1,1,safe,PROCEED,34,2347.1,2904,46,0.000463,
6,door_open,safe,gemini,zero_shot,1,3,1,1,0,0,1,caution,SLOW_DOWN,154,3182.8,322,199,8.4e-05,
6,door_open,safe,claude,few_shot_3,1,3,1,1,0,0,1,hazard,STOP,172,8596.0,337,262,0.004941,
6,door_open,safe,gpt4o,few_shot_3,1,4,1,1,0,1,1,caution,SLOW_DOWN,57,3786.9,269,71,0.00241,
6,door_open,safe,gpt4o_mini,few_shot_3,1,4,1,1,0,1,1,caution,SLOW_DOWN,65,2866.5,3036,81,0.000504,
6,door_open,safe,gemini,few_shot_3,1,4,1,1,0,1,1,hazard,STOP,84,2254.0,462,126,7.2e-05,
6,door_open,safe,claude,cot,1,3,1,1,0,0,1,hazard,STOP,182,9216.9,256,320,0.005568,
6,door_open,safe,gpt4o,cot,1,5,1,1,1,1,1,safe,PROCEED,73,5248.9,198,101,0.002505,
6,door_open,safe,gpt4o_mini,cot,1,5,1,1,1,1,1,safe,PROCEED,102,3145.5,2965,142,0.00053,
6,door_open,safe,gemini,cot,1,3,1,1,0,0,1,caution,HOLD,206,3278.8,387,260,0.000107,
6,door_open,safe,claude,structured,1,4,1,1,0,1,1,hazard,STOP,56,5633.0,281,137,0.002898,
6,door_open,safe,gpt4o,structured,1,5,1,1,1,1,1,safe,HOLD,33,3477.3,212,85,0.002335,
6,door_open,safe,gpt4o_mini,structured,1,4,1,1,0,1,1,caution,SLOW_DOWN,31,2972.7,2979,79,0.000494,
6,door_open,safe,gemini,structured,1,4,1,1,0,1,1,caution,SLOW_DOWN,38,2207.0,407,99,6e-05,
6,door_open,safe,claude,react,1,3,1,1,0,0,1,hazard,STOP,185,9768.0,261,320,0.005583,
6,door_open,safe,gpt4o,react,1,4,1,1,0,1,1,caution,SLOW_DOWN,88,3700.4,200,114,0.00271,
6,door_open,safe,gpt4o_mini,react,1,4,1,1,0,1,1,caution,SLOW_DOWN,103,3292.8,2967,135,0.000526,
6,door_open,safe,gemini,react,1,4,1,1,0,1,1,hazard,STOP,130,2639.1,388,167,7.9e-05,
6,door_open,safe,claude,zero_shot,2,3,1,1,0,0,1,hazard,HOLD,190,9460.1,191,307,0.005178,
6,door_open,safe,gpt4o,zero_shot,2,5,1,1,1,1,1,safe,PROCEED,37,4499.4,137,46,0.001375,
6,door_open,safe,gpt4o_mini,zero_shot,2,4,1,0,1,1,1,safe,PROCEED,36,2662.7,2904,45,0.000463,
6,door_open,safe,gemini,zero_shot,2,5,1,1,1,1,1,safe,PROCEED,117,3380.2,322,135,6.5e-05,
6,door_open,safe,claude,few_shot_3,2,3,1,1,0,0,1,hazard,HOLD,182,9182.0,337,265,0.004986,
6,door_open,safe,gpt4o,few_shot_3,2,5,1,1,1,1,1,safe,PROCEED,43,3516.8,269,54,0.002155,
6,door_open,safe,gpt4o_mini,few_shot_3,2,5,1,1,1,1,1,safe,PROCEED,39,3377.4,3036,48,0.000484,
6,door_open,safe,gemini,few_shot_3,2,4,1,1,0,1,1,caution,SLOW_DOWN,96,2256.6,462,119,7e-05,
6,door_open,safe,claude,cot,2,3,1,1,0,0,1,hazard,HOLD,188,10238.7,256,320,0.005568,
6,door_open,safe,gpt4o,cot,2,5,1,1,1,1,1,safe,PROCEED,82,4475.8,198,111,0.002655,
6,door_open,safe,gpt4o_mini,cot,2,4,1,1,1,0,1,safe,PROCEED,154,3738.7,2965,195,0.000562,
6,door_open,safe,gemini,cot,2,3,1,1,0,0,1,hazard,LAND,165,2944.2,387,215,9.4e-05,
6,door_open,safe,claude,structured,2,4,1,1,0,1,1,hazard,STOP,54,4707.8,281,129,0.002778,
6,door_open,safe,gpt4o,structured,2,4,1,1,0,1,1,caution,SLOW_DOWN,29,3586.3,212,77,0.002215,
6,door_open,safe,gpt4o_mini,structured,2,4,1,1,0,1,1,caution,SLOW_DOWN,24,2862.9,2979,66,0.000486,
6,door_open,safe,gemini,structured,2,4,1,1,0,1,1,hazard,LAND,39,1955.2,407,96,5.9e-05,
6,door_open,safe,claude,react,2,3,1,1,0,0,1,hazard,STOP,198,10536.9,261,320,0.005583,
6,door_open,safe,gpt4o,react,2,3,1,0,0,1,1,caution,SLOW_DOWN,97,4518.0,200,117,0.002755,
6,door_open,safe,gpt4o_mini,react,2,4,1,1,0,1,1,hazard,SLOW_DOWN,89,3268.7,2967,115,0.000514,
6,door_open,safe,gemini,react,2,4,1,1,0,1,1,hazard,STOP,130,2742.3,388,164,7.8e-05,
6,door_open,safe,claude,zero_shot,3,3,1,1,0,0,1,hazard,LAND,186,11383.7,191,293,0.004968,
6,door_open,safe,gpt4o,zero_shot,3,4,1,0,1,1,1,safe,PROCEED,40,2966.3,137,49,0.00142,
6,door_open,safe,gpt4o_mini,zero_shot,3,5,1,1,1,1,1,safe,PROCEED,47,2673.9,2904,58,0.00047,
6,door_open,safe,gemini,zero_shot,3,3,1,1,0,0,1,caution,SLOW_DOWN,172,3573.5,322,203,8.5e-05,
6,door_open,safe,claude,few_shot_3,3,3,1,1,0,0,1,caution,HOLD,153,8088.6,337,225,0.004386,
6,door_open,safe,gpt4o,few_shot_3,3,5,1,1,1,1,1,safe,PROCEED,35,2971.9,269,45,0.00202,
6,door_open,safe,gpt4o_mini,few_shot_3,3,5,1,1,1,1,1,safe,PROCEED,44,2395.9,3036,54,0.000488,
6,door_open,safe,gemini,few_shot_3,3,4,1,1,0,1,1,hazard,STOP,67,2312.6,462,82,5.9e-05,
6,door_open,safe,claude,cot,3,3,1,1,0,0,1,hazard,HOLD,208,9937.8,256,320,0.005568,
6,door_open,safe,gpt4o,cot,3,5,1,1,1,1,1,safe,PROCEED,87,4355.2,198,115,0.002715,
6,door_open,safe,gpt4o_mini,cot,3,3,1,1,0,0,1,caution,SLOW_DOWN,163,3827.8,2965,205,0.000568,
6,door_open,safe,gemini,cot,3,3,1,1,0,0,1,caution,SLOW_DOWN,156,3279.5,387,200,8.9e-05,
6,door_open,safe,claude,structured,3,4,1,1,0,1,1,hazard,HOLD,59,5118.8,281,136,0.002883,
6,door_open,safe,gpt4o,structured,3,4,1,1,0,1,1,caution,SLOW_DOWN,35,5146.4,212,83,0.002305,
6,door_open,safe,gpt4o_mini,structured,3,4,1,1,0,1,1,caution,SLOW_DOWN,24,3555.0,2979,66,0.000486,
6,door_open,safe,gemini,structured,3,4,1,1,0,1,1,hazard,LAND,40,2564.1,407,101,6.1e-05,
6,door_open,safe,claude,react,3,3,1,1,0,0,1,hazard,STOP,193,10548.1,261,320,0.005583,
6,door_open,safe,gpt4o,react,3,5,1,1,1,1,1,safe,PROCEED,82,4095.0,200,103,0.002545,
6,door_open,safe,gpt4o_mini,react,3,4,1,1,0,1,1,hazard,SLOW_DOWN,100,3034.3,2967,127,0.000521,
6,door_open,safe,gemini,react,3,4,1,1,0,1,1,caution,SLOW_DOWN,130,3109.2,388,170,8e-05,
6,door_open,safe,claude,zero_shot,4,3,1,1,0,0,1,hazard,STOP,196,9837.6,191,299,0.005058,
6,door_open,safe,gpt4o,zero_shot,4,4,1,0,1,1,1,safe,PROCEED,35,3369.5,137,44,0.001345,
6,door_open,safe,gpt4o_mini,zero_shot,4,4,1,0,1,1,1,safe,PROCEED,40,3692.6,2904,49,0.000465,
6,door_open,safe,gemini,zero_shot,4,4,1,1,0,1,1,caution,SLOW_DOWN,120,5423.5,322,141,6.6e-05,
6,door_open,safe,claude,few_shot_3,4,4,1,1,0,1,1,hazard,HOLD,131,8604.6,337,200,0.004011,
6,door_open,safe,gpt4o,few_shot_3,4,4,1,1,0,1,1,caution,SLOW_DOWN,48,2863.7,269,61,0.00226,
6,door_open,safe,gpt4o_mini,few_shot_3,4,5,1,1,1,1,1,safe,PROCEED,38,2668.7,3036,48,0.000484,
6,door_open,safe,gemini,few_shot_3,4,4,1,1,0,1,1,hazard,STOP,73,2564.6,462,90,6.2e-05,
6,door_open,safe,claude,cot,4,3,1,1,0,0,1,hazard,HOLD,184,10164.6,256,319,0.005553,
6,door_open,safe,gpt4o,cot,4,4,1,1,0,1,1,caution,SLOW_DOWN,98,4403.0,198,128,0.00291,
6,door_open,safe,gpt4o_mini,cot,4,5,1,1,1,1,1,safe,PROCEED,105,3653.2,2965,131,0.000523,
6,door_open,safe,gemini,cot,4,4,1,1,0,1,1,caution,SLOW_DOWN,136,3171.3,387,183,8.4e-05,
6,door_open,safe,claude,structured,4,4,1,1,0,1,1,hazard,STOP,54,5119.4,281,129,0.002778,
6,door_open,safe,gpt4o,structured,4,4,1,1,0,1,1,caution,SLOW_DOWN,29,3885.9,212,74,0.00217,
6,door_open,safe,gpt4o_mini,structured,4,4,1,1,0,1,1,caution,SLOW_DOWN,22,2874.3,2979,62,0.000484,
6,door_open,safe,gemini,structured,4,4,1,1,0,1,1,hazard,LAND,44,2149.3,407,104,6.2e-05,
6,door_open,safe,claude,react,4,3,1,1,0,0,1,hazard,STOP,194,10365.8,261,320,0.005583,
6,door_open,safe,gpt4o,react,4,3,1,0,0,1,1,caution,SLOW_DOWN,87,4092.6,200,109,0.002635,
6,door_open,safe,gpt4o_mini,react,4,4,1,1,0,1,1,hazard,SLOW_DOWN,111,3462.3,2967,140,0.000529,
6,door_open,safe,gemini,react,4,4,1,1,0,1,1,caution,SLOW_DOWN,116,2353.6,388,147,7.3e-05,
6,door_open,safe,claude,zero_shot,5,3,1,1,0,0,1,hazard,HOLD,190,9560.4,191,320,0.005373,
6,door_open,safe,gpt4o,zero_shot,5,4,1,0,1,1,1,safe,PROCEED,38,2910.4,137,47,0.00139,
6,door_open,safe,gpt4o_mini,zero_shot,5,4,1,0,1,1,1,safe,PROCEED,37,2484.7,2904,46,0.000463,
6,door_open,safe,gemini,zero_shot,5,4,1,1,0,1,1,caution,PROCEED,129,4117.1,322,149,6.9e-05,
6,door_open,safe,claude,few_shot_3,5,4,1,1,0,1,1,hazard,HOLD,147,8808.1,337,236,0.004551,
6,door_open,safe,gpt4o,few_shot_3,5,5,1,1,1,1,1,safe,PROCEED,40,4398.4,269,50,0.002095,
6,door_open,safe,gpt4o_mini,few_shot_3,5,4,1,1,0,1,1,caution,SLOW_DOWN,42,2871.2,3036,53,0.000487,
6,door_open,safe,gemini,few_shot_3,5,4,1,1,0,1,1,caution,SLOW_DOWN,89,2211.5,462,123,7.2e-05,
6,door_open,safe,claude,cot,5,3,1,1,0,0,1,hazard,HOLD,186,9559.9,256,320,0.005568,
6,door_open,safe,gpt4o,cot,5,5,1,1,1,1,1,safe,PROCEED,83,3601.7,198,109,0.002625,
6,door_open,safe,gpt4o_mini,cot,5,5,1,1,1,1,1,safe,PROCEED,114,3059.3,2965,142,0.00053,
6,door_open,safe,gemini,cot,5,3,1,1,0,0,1,hazard,SLOW_DOWN,192,3479.2,387,246,0.000103,
6,door_open,safe,claude,structured,5,4,1,1,0,1,1,hazard,HOLD,51,4614.1,281,127,0.002748,
6,door_open,safe,gpt4o,structured,5,4,1,1,0,1,1,caution,SLOW_DOWN,31,3279.0,212,79,0.002245,
6,door_open,safe,gpt4o_mini,structured,5,4,1,1,0,1,1,caution,SLOW_DOWN,24,3019.0,2979,66,0.000486,
6,door_open,safe,gemini,structured,5,4,1,1,0,1,1,hazard,LAND,43,2258.5,407,108,6.3e-05,
6,door_open,safe,claude,react,5,3,1,1,0,0,1,hazard,STOP,181,9893.4,261,320,0.005583,
6,door_open,safe,gpt4o,react,5,3,1,0,0,1,1,caution,SLOW_DOWN,68,4686.8,200,87,0.002305,
6,door_open,safe,gpt4o_mini,react,5,4,1,1,0,1,1,caution,SLOW_DOWN,103,3390.8,2967,133,0.000525,
6,door_open,safe,gemini,react,5,3,1,1,0,0,1,caution,SLOW_DOWN,163,2855.8,388,212,9.3e-05,
7,person_far,safe,claude,zero_shot,1,3,1,1,0,0,1,hazard,STOP,187,9171.6,191,298,0.005043,
7,person_far,safe,gpt4o,zero_shot,1,4,1,0,1,1,1,safe,PROCEED,37,3013.9,137,46,0.001375,
7,person_far,safe,gpt4o_mini,zero_shot,1,4,1,0,1,1,1,safe,PROCEED,36,2730.3,2904,45,0.000463,
7,person_far,safe,gemini,zero_shot,1,3,1,1,0,0,1,caution,SLOW_DOWN,155,3127.5,322,177,7.7e-05,
7,person_far,safe,claude,few_shot_3,1,4,1,1,0,1,1,hazard,HOLD,140,10115.3,337,205,0.004086,
7,person_far,safe,gpt4o,few_shot_3,1,5,1,1,1,1,1,safe,PROCEED,34,3276.4,269,44,0.002005,
7,person_far,safe,gpt4o_mini,few_shot_3,1,4,1,1,0,1,1,caution,SLOW_DOWN,55,2536.9,3036,66,0.000495,
7,person_far,safe,gemini,few_shot_3,1,4,1,1,0,1,1,caution,SLOW_DOWN,116,2742.2,462,149,7.9e-05,
7,person_far,safe,claude,cot,1,3,1,1,0,0,1,hazard,STOP,194,10391.2,256,320,0.005568,
7,person_far,safe,gpt4o,cot,1,5,1,1,1,1,1,safe,PROCEED,78,4440.6,198,104,0.00255,
7,person_far,safe,gpt4o_mini,cot,1,4,1,1,0,1,1,caution,SLOW_DOWN,133,3851.1,2965,174,0.000549,
7,person_far,safe,gemini,cot,1,3,1,1,0,0,1,caution,SLOW_DOWN,209,3174.2,387,258,0.000106,
7,person_far,safe,claude,structured,1,4,1,1,0,1,1,hazard,HOLD,55,5036.0,281,130,0.002793,
7,person_far,safe,gpt4o,structured,1,4,1,1,0,1,1,caution,SLOW_DOWN,30,3666.6,212,78,0.00223,
7,person_far,safe,gpt4o_mini,structured,1,4,1,1,0,1,1,caution,SLOW_DOWN,24,2821.0,2979,66,0.000486,
7,person_far,safe,gemini,structured,1,4,1,1,0,1,1,hazard,LAND,48,2301.9,407,111,6.4e-05,
7,person_far,safe,claude,react,1,3,1,1,0,0,1,hazard,STOP,198,10511.9,261,320,0.005583,
7,person_far,safe,gpt4o,react,1,3,1,0,0,1,1,caution,SLOW_DOWN,82,3514.2,200,102,0.00253,
7,person_far,safe,gpt4o_mini,react,1,4,1,1,0,1,1,hazard,SLOW_DOWN,92,3173.8,2967,120,0.000517,
7,person_far,safe,gemini,react,1,4,1,1,0,1,1,caution,SLOW_DOWN,105,2971.9,388,137,7e-05,
7,person_far,safe,claude,zero_shot,2,3,1,1,0,0,1,hazard,STOP,189,9616.6,225,320,0.005475,
7,person_far,safe,gpt4o,zero_shot,2,4,1,1,0,1,1,caution,SLOW_DOWN,48,3487.9,169,63,0.00179,
7,person_far,safe,gpt4o_mini,zero_shot,2,4,1,1,0,1,1,caution,SLOW_DOWN,56,2818.8,2936,69,0.000482,
7,person_far,safe,gemini,zero_shot,2,4,1,1,0,1,1,hazard,STOP,114,3633.4,363,139,6.9e-05,
7,person_far,safe,claude,few_shot_3,2,3,1,1,0,0,1,hazard,STOP,166,8517.3,371,259,0.004998,
7,person_far,safe,gpt4o,few_shot_3,2,4,1,1,0,1,1,caution,SLOW_DOWN,44,3003.5,301,60,0.002405,
7,person_far,safe,gpt4o_mini,few_shot_3,2,4,1,1,0,1,1,caution,SLOW_DOWN,55,2433.6,3068,70,0.000502,
7,person_far,safe,gemini,few_shot_3,2,4,1,1,0,1,1,hazard,STOP,35,1703.7,503,46,5.2e-05,
7,person_far,safe,claude,cot,2,3,1,1,0,0,1,hazard,STOP,181,12081.6,290,320,0.00567,
7,person_far,safe,gpt4o,cot,2,4,1,1,0,1,1,caution,SLOW_DOWN,71,4199.0,230,96,0.00259,
7,person_far,safe,gpt4o_mini,cot,2,3,1,1,0,0,1,caution,SLOW_DOWN,152,5056.9,2997,196,0.000567,
7,person_far,safe,gemini,cot,2,4,1,1,0,1,1,hazard,STOP,133,2935.3,428,170,8.3e-05,
7,person_far,safe,claude,structured,2,4,1,1,0,1,1,hazard,STOP,52,4807.0,315,142,0.003075,
7,person_far,safe,gpt4o,structured,2,4,1,1,0,1,1,caution,HOLD,30,3583.1,244,80,0.00242,
7,person_far,safe,gpt4o_mini,structured,2,4,1,1,0,1,1,caution,SLOW_DOWN,30,2872.8,3011,81,0.0005,
7,person_far,safe,gemini,structured,2,4,1,1,0,1,1,hazard,STOP,36,3272.9,448,93,6.1e-05,
7,person_far,safe,claude,react,2,2,1,1,0,0,0,hazard,,176,8805.7,295,320,0.005685,
7,person_far,safe,gpt4o,react,2,4,1,1,0,1,1,caution,SLOW_DOWN,90,6755.6,232,114,0.00287,
7,person_far,safe,gpt4o_mini,react,2,4,1,1,0,1,1,caution,SLOW_DOWN,96,3080.4,2999,126,0.000525,
7,person_far,safe,gemini,react,2,4,1,1,0,1,1,hazard,STOP,103,3989.8,429,136,7.3e-05,
7,person_far,safe,claude,zero_shot,3,3,1,1,0,0,1,hazard,STOP,174,8818.4,225,301,0.00519,
7,person_far,safe,gpt4o,zero_shot,3,5,1,1,1,1,1,safe,PROCEED,55,3004.1,169,68,0.001865,
7,person_far,safe,gpt4o_mini,zero_shot,3,4,1,1,0,1,1,caution,SLOW_DOWN,67,2904.8,2936,79,0.000488,
7,person_far,safe,gemini,zero_shot,3,4,1,1,0,1,1,hazard,STOP,94,2561.4,366,114,6.2e-05,
7,person_far,safe,claude,few_shot_3,3,3,1,1,0,0,1,hazard,STOP,187,10548.8,371,291,0.005478,
7,person_far,safe,gpt4o,few_shot_3,3,4,1,1,0,1,1,caution,SLOW_DOWN,43,5115.4,301,58,0.002375,
7,person_far,safe,gpt4o_mini,few_shot_3,3,4,1,1,0,1,1,caution,SLOW_DOWN,50,2558.2,3068,65,0.000499,
7,person_far,safe,gemini,few_shot_3,3,4,1,1,0,1,1,hazard,STOP,24,3589.5,506,36,4.9e-05,
7,person_far,safe,claude,cot,3,3,1,1,0,0,1,hazard,STOP,193,9683.6,290,320,0.00567,
7,person_far,safe,gpt4o,cot,3,4,1,1,0,1,1,caution,HOLD,79,4424.6,230,105,0.002725,
7,person_far,safe,gpt4o_mini,cot,3,4,1,1,0,1,1,caution,SLOW_DOWN,120,3393.2,2997,161,0.000546,
7,person_far,safe,gemini,cot,3,4,1,1,0,1,1,hazard,STOP,145,2974.8,431,185,8.8e-05,
7,person_far,safe,claude,structured,3,4,1,1,0,1,1,hazard,STOP,55,4993.2,315,133,0.00294,
7,person_far,safe,gpt4o,structured,3,4,1,1,0,1,1,caution,HOLD,30,3627.9,244,79,0.002405,
7,person_far,safe,gpt4o_mini,structured,3,4,1,1,0,1,1,caution,SLOW_DOWN,30,3089.7,3011,81,0.0005,
7,person_far,safe,gemini,structured,3,4,1,1,0,1,1,hazard,STOP,40,3958.7,451,99,6.4e-05,
7,person_far,safe,claude,react,3,3,1,1,0,0,1,hazard,STOP,194,9222.4,295,320,0.005685,
7,person_far,safe,gpt4o,react,3,3,1,0,0,1,1,caution,SLOW_DOWN,98,3995.3,232,125,0.003035,
7,person_far,safe,gpt4o_mini,react,3,4,1,1,0,1,1,caution,SLOW_DOWN,121,3060.2,2999,158,0.000545,
7,person_far,safe,gemini,react,3,4,1,1,0,1,1,hazard,STOP,108,2048.9,432,143,7.5e-05,
7,person_far,safe,claude,zero_shot,4,3,1,1,0,0,1,hazard,HOLD,193,9532.6,191,320,0.005373,
7,person_far,safe,gpt4o,zero_shot,4,5,1,1,1,1,1,safe,PROCEED,49,3991.6,137,61,0.0016,
7,person_far,safe,gpt4o_mini,zero_shot,4,4,1,0,1,1,1,safe,PROCEED,64,2393.9,2904,78,0.000482,
7,person_far,safe,gemini,zero_shot,4,3,1,1,0,0,1,hazard,STOP,158,3576.2,322,184,7.9e-05,
7,person_far,safe,claude,few_shot_3,4,3,1,1,0,0,1,hazard,SLOW_DOWN,170,9393.2,337,288,0.005331,
7,person_far,safe,gpt4o,few_shot_3,4,4,1,1,0,1,1,caution,SLOW_DOWN,58,4093.0,269,74,0.002455,
7,person_far,safe,gpt4o_mini,few_shot_3,4,4,1,1,0,1,1,caution,SLOW_DOWN,59,4097.5,3036,71,0.000498,
7,person_far,safe,gemini,few_shot_3,4,4,1,1,0,1,1,caution,SLOW_DOWN,60,2048.4,462,80,5.9e-05,
7,person_far,safe,claude,cot,4,3,1,1,0,0,1,hazard,HOLD,195,10445.6,256,320,0.005568,
7,person_far,safe,gpt4o,cot,4,4,1,1,0,1,1,caution,SLOW_DOWN,108,5642.3,198,135,0.003015,
7,person_far,safe,gpt4o_mini,cot,4,4,1,1,0,1,1,caution,SLOW_DOWN,142,3976.8,2965,181,0.000553,
7,person_far,safe,gemini,cot,4,4,1,1,0,1,1,caution,SLOW_DOWN,146,2465.2,387,196,8.8e-05,
7,person_far,safe,claude,structured,4,4,1,1,0,1,1,caution,HOLD,53,5116.6,281,127,0.002748,
7,person_far,safe,gpt4o,structured,4,4,1,1,0,1,1,caution,HOLD,34,5120.6,212,85,0.002335,
7,person_far,safe,gpt4o_mini,structured,4,4,1,1,0,1,1,caution,SLOW_DOWN,29,2923.3,2979,77,0.000493,
7,person_far,safe,gemini,structured,4,4,1,1,0,1,1,caution,SLOW_DOWN,37,2145.8,407,100,6.1e-05,
7,person_far,safe,claude,react,4,3,1,1,0,0,1,hazard,STOP,182,9673.1,261,320,0.005583,
7,person_far,safe,gpt4o,react,4,3,1,0,0,1,1,caution,SLOW_DOWN,93,3471.5,200,118,0.00277,
