scene_id,scene_label,truth,model,max_tokens,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,word_count,truncated,latency_ms,input_tokens,output_tokens,cost_usd,efficiency,error
6,door_open,safe,gpt4o,64,5,5,1,1,1,1,1,safe,38,1,4373.9,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,128,5,5,1,1,1,1,1,safe,38,1,3305.5,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,256,5,5,1,1,1,1,1,safe,38,1,3495.9,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,512,5,5,1,1,1,1,1,safe,38,1,2853.3,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o_mini,64,5,3,1,1,0,1,0,hazard,50,1,2507.1,2993,64,0.000487,6160.16,
6,door_open,safe,gpt4o_mini,128,5,5,1,1,1,1,1,safe,55,1,2327.0,2993,78,0.000496,10080.65,
6,door_open,safe,gpt4o_mini,256,5,5,1,1,1,1,1,safe,62,1,2789.2,2993,77,0.000495,10101.01,
6,door_open,safe,gpt4o_mini,512,5,5,1,1,1,1,1,safe,52,1,2412.0,2993,73,0.000493,10141.99,
6,door_open,safe,gemini,64,5,3,1,1,0,1,0,,52,1,1855.6,415,64,5e-05,60000.0,
6,door_open,safe,gemini,128,5,4,1,1,0,1,1,caution,60,1,2632.7,415,80,5.5e-05,72727.27,
6,door_open,safe,gemini,256,5,4,1,1,0,1,1,caution,57,1,2476.5,415,80,5.5e-05,72727.27,
6,door_open,safe,gemini,512,5,4,1,1,0,1,1,caution,57,1,2559.0,415,80,5.5e-05,72727.27,
7,person_far,safe,claude,64,1,3,1,1,0,1,0,,49,1,4350.7,331,64,0.001953,1536.1,
7,person_far,safe,claude,128,1,4,1,1,0,1,1,caution,87,1,5117.6,331,127,0.002898,1380.26,
7,person_far,safe,claude,256,1,4,1,1,0,1,1,caution,133,0,7174.5,331,191,0.003858,1036.81,
7,person_far,safe,claude,512,1,4,1,1,0,1,1,caution,139,0,7266.0,331,213,0.004188,955.11,
7,person_far,safe,gpt4o,64,1,4,1,1,0,1,1,caution,48,1,3786.6,258,64,0.00225,1777.78,
7,person_far,safe,gpt4o,128,1,4,1,1,0,1,1,caution,49,1,3174.2,258,65,0.002265,1766.0,
7,person_far,safe,gpt4o,256,1,4,1,1,0,1,1,caution,49,1,2969.5,258,65,0.002265,1766.0,
7,person_far,safe,gpt4o,512,1,4,1,1,0,1,1,caution,49,1,3184.4,258,65,0.002265,1766.0,
7,person_far,safe,gpt4o_mini,64,1,4,1,1,0,1,1,caution,45,1,2857.9,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,128,1,4,1,1,0,1,1,caution,45,1,2631.3,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,256,1,4,1,1,0,1,1,caution,42,1,2391.9,3025,58,0.000489,8179.96,
7,person_far,safe,gpt4o_mini,512,1,4,1,1,0,1,1,caution,42,1,2264.7,3025,58,0.000489,8179.96,
7,person_far,safe,gemini,64,1,3,1,1,0,1,0,hazard,48,1,3338.3,459,64,5.4e-05,55555.56,
7,person_far,safe,gemini,128,1,4,1,1,0,1,1,hazard,58,1,1866.8,459,75,5.7e-05,70175.44,
7,person_far,safe,gemini,256,1,4,1,1,0,1,1,hazard,58,1,1840.8,459,75,5.7e-05,70175.44,
7,person_far,safe,gemini,512,1,4,1,1,0,1,1,hazard,58,1,2259.5,459,75,5.7e-05,70175.44,
7,person_far,safe,claude,64,2,3,1,1,0,1,0,,46,1,4110.5,331,64,0.001953,1536.1,
7,person_far,safe,claude,128,2,4,1,1,0,1,1,caution,80,1,4809.1,331,128,0.002913,1373.15,
7,person_far,safe,claude,256,2,4,1,1,0,1,1,hazard,124,0,6352.2,331,176,0.003633,1101.02,
7,person_far,safe,claude,512,2,4,1,1,0,1,1,hazard,139,0,6758.8,331,202,0.004023,994.28,
7,person_far,safe,gpt4o,64,2,3,1,1,0,1,0,caution,48,1,5117.8,258,64,0.00225,1333.33,
7,person_far,safe,gpt4o,128,2,4,1,1,0,1,1,caution,48,1,3172.8,258,66,0.00228,1754.39,
7,person_far,safe,gpt4o,256,2,4,1,1,0,1,1,caution,48,1,3880.8,258,66,0.00228,1754.39,
7,person_far,safe,gpt4o,512,2,4,1,1,0,1,1,caution,49,1,3080.2,258,65,0.002265,1766.0,
7,person_far,safe,gpt4o_mini,64,2,4,1,1,0,1,1,caution,42,1,2664.7,3025,58,0.000489,8179.96,
7,person_far,safe,gpt4o_mini,128,2,4,1,1,0,1,1,caution,42,1,2259.9,3025,58,0.000489,8179.96,
7,person_far,safe,gpt4o_mini,256,2,4,1,1,0,1,1,caution,45,1,2860.0,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,512,2,4,1,1,0,1,1,caution,47,1,2530.1,3025,64,0.000492,8130.08,
7,person_far,safe,gemini,64,2,3,1,1,0,1,0,,52,1,2005.8,459,64,5.4e-05,55555.56,
7,person_far,safe,gemini,128,2,4,1,1,0,1,1,hazard,58,1,2035.2,459,75,5.7e-05,70175.44,
7,person_far,safe,gemini,256,2,4,1,1,0,1,1,hazard,49,1,2133.6,459,66,5.4e-05,74074.07,
7,person_far,safe,gemini,512,2,4,1,1,0,1,1,hazard,58,1,2251.2,459,75,5.7e-05,70175.44,
7,person_far,safe,claude,64,3,3,1,1,0,1,0,,45,1,4113.1,331,64,0.001953,1536.1,
7,person_far,safe,claude,128,3,4,1,1,0,1,1,hazard,82,1,9526.9,331,128,0.002913,1373.15,
7,person_far,safe,claude,256,3,4,1,1,0,1,1,caution,143,0,6757.3,331,205,0.004068,983.28,
7,person_far,safe,claude,512,3,4,1,1,0,1,1,hazard,105,0,5292.0,331,153,0.003288,1216.55,
7,person_far,safe,gpt4o,64,3,4,1,1,0,1,1,caution,49,1,5282.2,258,64,0.00225,1777.78,
7,person_far,safe,gpt4o,128,3,4,1,1,0,1,1,caution,52,1,3143.1,258,68,0.00231,1731.6,
7,person_far,safe,gpt4o,256,3,4,1,1,0,1,1,caution,49,1,2866.5,258,65,0.002265,1766.0,
7,person_far,safe,gpt4o,512,3,4,1,1,0,1,1,caution,48,1,2972.0,258,64,0.00225,1777.78,
7,person_far,safe,gpt4o_mini,64,3,4,1,1,0,1,1,caution,45,1,2866.5,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,128,3,4,1,1,0,1,1,caution,42,1,2560.9,3025,58,0.000489,8179.96,
7,person_far,safe,gpt4o_mini,256,3,4,1,1,0,1,1,caution,45,1,2666.5,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,512,3,4,1,1,0,1,1,caution,45,1,2567.6,3025,61,0.00049,8163.27,
7,person_far,safe,gemini,64,3,3,1,1,0,1,0,,52,1,3191.4,459,64,5.4e-05,55555.56,
7,person_far,safe,gemini,128,3,4,1,1,0,1,1,hazard,49,1,1961.7,459,66,5.4e-05,74074.07,
7,person_far,safe,gemini,256,3,4,1,1,0,1,1,hazard,58,1,3028.9,459,75,5.7e-05,70175.44,
7,person_far,safe,gemini,512,3,4,1,1,0,1,1,hazard,49,1,2268.8,459,66,5.4e-05,74074.07,
7,person_far,safe,claude,64,4,3,1,1,0,1,0,,48,1,3523.6,331,64,0.001953,1536.1,
7,person_far,safe,claude,128,4,4,1,1,0,1,1,hazard,86,1,4775.8,331,128,0.002913,1373.15,
7,person_far,safe,claude,256,4,4,1,1,0,1,1,hazard,130,0,6037.6,331,189,0.003828,1044.93,
7,person_far,safe,claude,512,4,4,1,1,0,1,1,hazard,126,0,6346.7,331,178,0.003663,1092.0,
7,person_far,safe,gpt4o,64,4,3,1,1,0,1,0,caution,50,1,2967.2,258,64,0.00225,1333.33,
7,person_far,safe,gpt4o,128,4,4,1,1,0,1,1,caution,49,1,3486.2,258,67,0.002295,1742.92,
7,person_far,safe,gpt4o,256,4,4,1,1,0,1,1,caution,48,1,2863.5,258,64,0.00225,1777.78,
7,person_far,safe,gpt4o,512,4,4,1,1,0,1,1,caution,46,1,3479.8,258,61,0.002205,1814.06,
7,person_far,safe,gpt4o_mini,64,4,4,1,1,0,1,1,caution,45,1,2290.6,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,128,4,4,1,1,0,1,1,caution,45,1,2831.7,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,256,4,4,1,1,0,1,1,caution,45,1,3275.1,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,512,4,4,1,1,0,1,1,caution,42,1,2867.8,3025,58,0.000489,8179.96,
7,person_far,safe,gemini,64,4,3,1,1,0,1,0,hazard,48,1,3791.9,459,64,5.4e-05,55555.56,
7,person_far,safe,gemini,128,4,4,1,1,0,1,1,hazard,58,1,2254.0,459,75,5.7e-05,70175.44,
7,person_far,safe,gemini,256,4,4,1,1,0,1,1,hazard,49,1,2044.6,459,66,5.4e-05,74074.07,
7,person_far,safe,gemini,512,4,4,1,1,0,1,1,hazard,49,1,2027.4,459,66,5.4e-05,74074.07,
7,person_far,safe,claude,64,5,3,1,1,0,1,0,,48,1,3523.8,331,64,0.001953,1536.1,
7,person_far,safe,claude,128,5,4,1,1,0,1,1,hazard,84,1,5161.3,331,128,0.002913,1373.15,
7,person_far,safe,claude,256,5,4,1,1,0,1,1,caution,126,0,6716.5,331,181,0.003708,1078.75,
7,person_far,safe,claude,512,5,4,1,1,0,1,1,caution,139,0,7066.0,331,209,0.004128,968.99,
7,person_far,safe,gpt4o,64,5,4,1,1,0,1,1,caution,39,1,4093.0,258,57,0.002145,1864.8,
7,person_far,safe,gpt4o,128,5,4,1,1,0,1,1,caution,48,1,2868.1,258,66,0.00228,1754.39,
7,person_far,safe,gpt4o,256,5,4,1,1,0,1,1,caution,48,1,2761.0,258,64,0.00225,1777.78,
7,person_far,safe,gpt4o,512,5,4,1,1,0,1,1,caution,39,1,3074.1,258,57,0.002145,1864.8,
7,person_far,safe,gpt4o_mini,64,5,4,1,1,0,1,1,caution,45,1,2662.2,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,128,5,4,1,1,0,1,1,caution,45,1,2763.9,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,256,5,4,1,1,0,1,1,caution,45,1,2863.4,3025,61,0.00049,8163.27,
7,person_far,safe,gpt4o_mini,512,5,4,1,1,0,1,1,caution,45,1,2869.0,3025,61,0.00049,8163.27,
7,person_far,safe,gemini,64,5,3,1,1,0,1,0,,52,1,2266.2,459,64,5.4e-05,55555.56,
7,person_far,safe,gemini,128,5,4,1,1,0,1,1,hazard,58,1,1999.8,459,75,5.7e-05,70175.44,
7,person_far,safe,gemini,256,5,4,1,1,0,1,1,hazard,49,1,3110.4,459,66,5.4e-05,74074.07,
7,person_far,safe,gemini,512,5,4,1,1,0,1,1,hazard,49,1,3011.5,459,66,5.4e-05,74074.07,
8,blocked_lens,hazard,claude,64,1,3,1,1,0,1,0,,48,1,3883.8,297,64,0.001851,1620.75,
8,blocked_lens,hazard,claude,128,1,5,1,1,1,1,1,hazard,84,1,5780.0,297,128,0.002811,1778.73,
8,blocked_lens,hazard,claude,256,1,5,1,1,1,1,1,hazard,115,0,7236.3,297,166,0.003381,1478.85,
8,blocked_lens,hazard,claude,512,1,5,1,1,1,1,1,hazard,108,0,6538.0,297,172,0.003471,1440.51,
8,blocked_lens,hazard,gpt4o,64,1,4,1,1,0,1,1,safe,31,1,4097.7,226,44,0.00179,2234.64,
8,blocked_lens,hazard,gpt4o,128,1,4,1,1,0,1,1,caution,32,1,3276.9,226,44,0.00179,2234.64,
8,blocked_lens,hazard,gpt4o,256,1,5,1,1,1,1,1,hazard,32,1,3480.4,226,43,0.001775,2816.9,
8,blocked_lens,hazard,gpt4o,512,1,5,1,1,1,1,1,hazard,31,1,3173.5,226,42,0.00176,2840.91,
8,blocked_lens,hazard,gpt4o_mini,64,1,4,1,1,0,1,1,safe,26,1,2562.3,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gpt4o_mini,128,1,4,1,1,0,1,1,safe,34,1,2865.6,2993,49,0.000478,8368.2,
8,blocked_lens,hazard,gpt4o_mini,256,1,4,1,1,0,1,1,safe,34,1,3684.9,2993,49,0.000478,8368.2,
8,blocked_lens,hazard,gpt4o_mini,512,1,4,1,1,0,1,1,safe,26,1,2765.6,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gemini,64,1,4,1,1,0,1,1,caution,38,1,2869.8,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,128,1,4,1,1,0,1,1,caution,38,1,2226.6,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,256,1,4,1,1,0,1,1,caution,38,1,2048.3,415,54,4.7e-05,85106.38,
8,blocked_lens,hazard,gemini,512,1,4,1,1,0,1,1,caution,38,1,2051.8,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,claude,64,2,4,1,1,1,1,0,hazard,46,1,4115.5,297,64,0.001851,2160.99,
8,blocked_lens,hazard,claude,128,2,5,1,1,1,1,1,hazard,81,1,6164.5,297,128,0.002811,1778.73,
8,blocked_lens,hazard,claude,256,2,5,1,1,1,1,1,hazard,106,0,6757.4,297,166,0.003381,1478.85,
8,blocked_lens,hazard,claude,512,2,4,1,1,0,1,1,caution,111,0,6657.0,297,174,0.003501,1142.53,
8,blocked_lens,hazard,gpt4o,64,2,5,1,1,1,1,1,hazard,31,1,3583.6,226,42,0.00176,2840.91,
8,blocked_lens,hazard,gpt4o,128,2,4,1,1,0,1,1,caution,32,1,3426.5,226,44,0.00179,2234.64,
8,blocked_lens,hazard,gpt4o,256,2,4,1,1,0,1,1,caution,31,1,3226.3,226,43,0.001775,2253.52,
8,blocked_lens,hazard,gpt4o,512,2,5,1,1,1,1,1,hazard,31,1,2854.7,226,42,0.00176,2840.91,
8,blocked_lens,hazard,gpt4o_mini,64,2,4,1,1,0,1,1,safe,34,1,2879.4,2993,49,0.000478,8368.2,
8,blocked_lens,hazard,gpt4o_mini,128,2,4,1,1,0,1,1,safe,26,1,3281.0,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gpt4o_mini,256,2,4,1,1,0,1,1,safe,26,1,2767.2,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gpt4o_mini,512,2,4,1,1,0,1,1,safe,26,1,2959.9,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gemini,64,2,4,1,1,0,1,1,caution,38,1,1950.2,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,128,2,4,1,1,0,1,1,caution,38,1,2456.7,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,256,2,4,1,1,0,1,1,caution,38,1,2253.1,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,512,2,4,1,1,0,1,1,caution,38,1,1945.7,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,claude,64,3,3,1,1,0,1,0,,47,1,4710.3,297,64,0.001851,1620.75,
8,blocked_lens,hazard,claude,128,3,5,1,1,1,1,1,hazard,82,1,5419.9,297,128,0.002811,1778.73,
8,blocked_lens,hazard,claude,256,3,5,1,1,1,1,1,hazard,111,0,6743.8,297,171,0.003456,1446.76,
8,blocked_lens,hazard,claude,512,3,5,1,1,1,1,1,hazard,114,0,14476.6,297,172,0.003471,1440.51,
8,blocked_lens,hazard,gpt4o,64,3,4,1,1,0,1,1,safe,31,1,3179.6,226,44,0.00179,2234.64,
8,blocked_lens,hazard,gpt4o,128,3,5,1,1,1,1,1,hazard,31,1,3731.6,226,42,0.00176,2840.91,
8,blocked_lens,hazard,gpt4o,256,3,4,1,1,0,1,1,safe,31,1,2716.4,226,44,0.00179,2234.64,
8,blocked_lens,hazard,gpt4o,512,3,4,1,1,0,1,1,caution,31,1,4474.6,226,43,0.001775,2253.52,
8,blocked_lens,hazard,gpt4o_mini,64,3,4,1,1,0,1,1,safe,34,1,3099.7,2993,49,0.000478,8368.2,
8,blocked_lens,hazard,gpt4o_mini,128,3,4,1,1,0,1,1,safe,26,1,3580.8,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gpt4o_mini,256,3,4,1,1,0,1,1,safe,26,1,2256.2,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gpt4o_mini,512,3,4,1,1,0,1,1,safe,26,1,2863.6,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gemini,64,3,4,1,1,0,1,1,caution,38,1,2564.7,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,128,3,4,1,1,0,1,1,caution,38,1,3448.5,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,256,3,4,1,1,0,1,1,caution,38,1,2115.0,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,512,3,4,1,1,0,1,1,caution,38,1,2544.6,415,54,4.7e-05,85106.38,
8,blocked_lens,hazard,claude,64,4,3,1,1,0,1,0,,48,1,4068.4,297,64,0.001851,1620.75,
8,blocked_lens,hazard,claude,128,4,5,1,1,1,1,1,hazard,91,1,8850.5,297,128,0.002811,1778.73,
8,blocked_lens,hazard,claude,256,4,5,1,1,1,1,1,hazard,109,0,6432.2,297,158,0.003261,1533.27,
8,blocked_lens,hazard,claude,512,4,5,1,1,1,1,1,hazard,136,0,7687.1,297,200,0.003891,1285.02,
8,blocked_lens,hazard,gpt4o,64,4,4,1,1,0,1,1,caution,31,1,3164.3,226,43,0.001775,2253.52,
8,blocked_lens,hazard,gpt4o,128,4,4,1,1,0,1,1,safe,31,1,2970.7,226,44,0.00179,2234.64,
8,blocked_lens,hazard,gpt4o,256,4,4,1,1,0,1,1,caution,31,1,3787.4,226,43,0.001775,2253.52,
8,blocked_lens,hazard,gpt4o,512,4,4,1,1,0,1,1,caution,32,1,2866.8,226,44,0.00179,2234.64,
8,blocked_lens,hazard,gpt4o_mini,64,4,4,1,1,0,1,1,safe,26,1,2869.3,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gpt4o_mini,128,4,4,1,1,0,1,1,safe,26,1,2455.1,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gpt4o_mini,256,4,4,1,1,0,1,1,safe,26,1,2968.1,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gpt4o_mini,512,4,4,1,1,0,1,1,safe,26,1,3278.6,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gemini,64,4,4,1,1,0,1,1,caution,38,1,2563.5,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,128,4,4,1,1,0,1,1,caution,38,1,1982.3,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,256,4,4,1,1,0,1,1,caution,38,1,3677.8,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,512,4,4,1,1,0,1,1,caution,38,1,2106.3,415,54,4.7e-05,85106.38,
8,blocked_lens,hazard,claude,64,5,3,1,1,0,1,0,,45,1,4333.0,297,64,0.001851,1620.75,
8,blocked_lens,hazard,claude,128,5,5,1,1,1,1,1,hazard,86,1,5319.6,297,128,0.002811,1778.73,
8,blocked_lens,hazard,claude,256,5,5,1,1,1,1,1,hazard,123,0,7390.7,297,185,0.003666,1363.88,
8,blocked_lens,hazard,claude,512,5,5,1,1,1,1,1,hazard,98,0,5926.7,297,146,0.003081,1622.85,
8,blocked_lens,hazard,gpt4o,64,5,4,1,1,0,1,1,safe,31,1,4708.5,226,44,0.00179,2234.64,
8,blocked_lens,hazard,gpt4o,128,5,4,1,1,0,1,1,safe,31,1,3173.2,226,44,0.00179,2234.64,
8,blocked_lens,hazard,gpt4o,256,5,4,1,1,0,1,1,caution,31,1,2880.4,226,43,0.001775,2253.52,
8,blocked_lens,hazard,gpt4o,512,5,4,1,1,0,1,1,caution,31,1,2853.8,226,43,0.001775,2253.52,
8,blocked_lens,hazard,gpt4o_mini,64,5,4,1,1,0,1,1,safe,26,1,3277.4,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gpt4o_mini,128,5,4,1,1,0,1,1,safe,26,1,2866.6,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gpt4o_mini,256,5,4,1,1,0,1,1,safe,34,1,2865.8,2993,49,0.000478,8368.2,
8,blocked_lens,hazard,gpt4o_mini,512,5,4,1,1,0,1,1,safe,26,1,2663.2,2993,40,0.000473,8456.66,
8,blocked_lens,hazard,gemini,64,5,4,1,1,0,1,1,caution,38,1,2506.3,415,57,4.8e-05,83333.33,
8,blocked_lens,hazard,gemini,128,5,4,1,1,0,1,1,caution,38,1,2209.9,415,54,4.7e-05,85106.38,
8,blocked_lens,hazard,gemini,256,5,4,1,1,0,1,1,caution,38,1,2247.9,415,54,4.7e-05,85106.38,
8,blocked_lens,hazard,gemini,512,5,4,1,1,0,1,1,caution,38,1,2067.7,415,57,4.8e-05,83333.33,
