condition,model,scene_label,truth,run,yolo_type,yolo_meta,clip_label,clip_risk,clip_conf,detected_risk,risk_correct,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,word_count,latency_ms,input_tokens,output_tokens,cost_usd,reply,error
yolo_enhanced_only,yolo_enhanced,cluttered,caution,5,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,safe,0,0,0,0,0,0,0,0,64.16,0,0,0.0,,
llm_only,claude,cluttered,caution,1,,,,,0.0,hazard,0,4,1,1,0,1,1,65,4470.7,274,103,0.002367,"Description: The image shows an indoor industrial or warehouse-like environment with what appears to be machinery, conveyor belts or equipment, and boxes/containers at close range. The image is low quality, slightly blurry, and taken from a low angle.
Proximity: Objects appear very close — within 1-2 meters, particularly the dark machinery/conveyor structure and white container visible in the foreground.
Risk: hazard

Pilot suggested action: STOP",
llm_only,gpt4o,cluttered,caution,1,,,,,0.0,safe,0,4,1,1,0,1,1,48,2551.1,207,63,0.00198,"Description: The image shows an indoor setting with a white chair, a table, and some office supplies like a stapler and a box. There is a window or partition in the background.
Proximity: Objects are within a few feet of the camera.
Risk: safe
Pilot suggested action: PROCEED",
llm_only,gpt4o_mini,cluttered,caution,1,,,,,0.0,safe,0,4,1,1,0,1,1,42,2040.5,2974,62,0.000483,"Description: The image shows a workspace with a white surface, a stapler, and a box in the background. The lighting appears adequate, and there are no visible obstructions.  
Proximity: Objects appear to be within arm's reach.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,cluttered,caution,1,,,,,0.0,caution,1,5,1,1,1,1,1,61,2211.7,398,83,5.5e-05,"Description: The image shows an indoor scene with various objects on a surface, including a large white board or panel, a cardboard box, a stapler, and a white container. The background appears to be an office or workshop setting with a window or light source visible at the top.
Proximity: Objects are within 1-2 meters.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,cluttered,caution,2,,,,,0.0,hazard,0,4,1,1,0,1,1,54,4038.9,274,80,0.002022,"Description: The image shows what appears to be an indoor industrial or warehouse environment with equipment, boxes, and structural elements visible at close range.
Proximity: Objects appear very close to the drone, within 1-2 meters, including what looks like a conveyor or mechanical structure directly in the foreground.
Risk: hazard

Pilot suggested action: STOP",
llm_only,gpt4o,cluttered,caution,2,,,,,0.0,caution,1,5,1,1,1,1,1,47,2774.6,207,61,0.00195,"Description: The image shows an indoor setting with a white chair, a table, and some office supplies like a stapler and a box. There is a window or partition in the background.
Proximity: Objects are very close, within a few feet.
Risk: caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,cluttered,caution,2,,,,,0.0,safe,0,4,1,1,0,1,1,38,2032.6,2974,57,0.00048,"Description: The image shows a workspace with a white surface, a stapler, and a box in the background. The environment appears well-lit and organized.  
Proximity: Objects appear to be within arm's reach.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,cluttered,caution,2,,,,,0.0,caution,1,5,1,1,1,1,1,63,1845.2,398,86,5.6e-05,"Description: The image shows an indoor setting with various objects on a surface, including a large white board or panel, a cardboard box, a stapler, and a white container. The background appears to be a room with a window or light source at the top.
Proximity: Objects are very close, likely within 1-2 feet of the camera.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,cluttered,caution,3,,,,,0.0,hazard,0,4,1,1,0,1,1,68,4197.6,274,100,0.002322,"Description: The image shows what appears to be an indoor industrial or warehouse environment with shelving, boxes, and equipment visible at low altitude. The image is blurry and taken at a low angle, suggesting the drone is flying close to surfaces or objects.
Proximity: Objects (shelving, boxes, and surfaces) appear to be very close — estimated within 1-2 meters on multiple sides.
Risk: hazard
Pilot suggested action: STOP",
llm_only,gpt4o,cluttered,caution,3,,,,,0.0,caution,1,5,1,1,1,1,1,48,2383.9,207,62,0.001965,"Description: The image shows an indoor setting with a white chair, a table, and some office supplies like a stapler and a box. There is a window or glass partition in the background.
Proximity: Objects are very close, within a few feet.
Risk: caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,cluttered,caution,3,,,,,0.0,safe,0,4,1,1,0,1,1,38,2431.6,2974,57,0.00048,"Description: The image shows a workspace with a white surface, a stapler, and a box in the background. The environment appears well-lit and organized.  
Proximity: Objects appear to be within arm's reach.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,cluttered,caution,3,,,,,0.0,caution,1,5,1,1,1,1,1,63,1749.2,398,86,5.6e-05,"Description: The image shows an indoor setting with various objects on a surface, including a large white board or panel, a cardboard box, a stapler, and a white container. The background appears to be a room with a window or light source at the top.
Proximity: Objects are very close, likely within 1-2 feet of the camera.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,cluttered,caution,4,,,,,0.0,caution,1,5,1,1,1,1,1,60,3882.7,274,90,0.002172,"Description: The image shows an indoor industrial or warehouse-like environment with what appears to be equipment, boxes, and structural elements including overhead lighting and metal framework.
Proximity: Several objects appear to be within close range (1-3 meters), including what looks like a box/cardboard structure and some equipment on the left side of the frame.
Risk: caution

Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,cluttered,caution,4,,,,,0.0,caution,1,5,1,1,1,1,1,47,2688.8,207,61,0.00195,"Description: The image shows an indoor setting with a white chair, a table, and some office supplies like a stapler and a box. There is a window or partition in the background.
Proximity: Objects are very close, within a few feet.
Risk: caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,cluttered,caution,4,,,,,0.0,safe,0,4,1,1,0,1,1,38,1929.5,2974,57,0.00048,"Description: The image shows a workspace with a white surface, a stapler, and a box in the background. The environment appears well-lit and organized.  
Proximity: Objects appear to be within arm's reach.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,cluttered,caution,4,,,,,0.0,caution,1,5,1,1,1,1,1,63,2347.9,398,86,5.6e-05,"Description: The image shows an indoor setting with various objects on a surface, including a large white board or panel, a cardboard box, a stapler, and a white container. The background appears to be a room with a window or light source at the top.
Proximity: Objects are very close, likely within 1-2 feet of the camera.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,cluttered,caution,5,,,,,0.0,caution,1,5,1,1,1,1,1,53,4305.3,274,84,0.002082,"Description: The image shows what appears to be an indoor industrial or warehouse environment with conveyor belt equipment, boxes, and overhead ceiling structures visible at low altitude.
Proximity: Objects (conveyor/equipment and boxes) appear to be very close — estimated within 1-2 meters, filling much of the frame.
Risk: caution

Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,cluttered,caution,5,,,,,0.0,caution,1,5,1,1,1,1,1,47,2904.1,207,61,0.00195,"Description: The image shows an indoor setting with a white chair, a table, and some office supplies like a stapler and a box. There is a window or partition in the background.
Proximity: Objects are very close, within a few feet.
Risk: caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,cluttered,caution,5,,,,,0.0,safe,0,4,1,1,0,1,1,38,2105.5,2974,57,0.00048,"Description: The image shows a workspace with a white surface, a stapler, and a box in the background. The environment appears well-lit and organized.  
Proximity: Objects appear to be within arm's reach.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,cluttered,caution,5,,,,,0.0,caution,1,5,1,1,1,1,1,61,2161.9,398,83,5.5e-05,"Description: The image shows an indoor scene with various objects on a surface, including a large white board or panel, a cardboard box, a stapler, and a white container. The background appears to be an office or workshop setting with a window or light source visible at the top.
Proximity: Objects are within 1-2 meters.
Risk: caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,claude,cluttered,caution,1,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,hazard,0,4,1,1,0,1,1,109,7264.6,417,160,0.003651,"Description: The image shows a cluttered indoor industrial or warehouse environment with a large white surface (possibly a tub or equipment) dominating the right foreground, a dark conveyor-like structure on the left, and various boxes/objects at close range. YOLO detected nothing, but the CLIP label correctly hints at a wall or obstruction directly blocking the field of view, which is consistent with the image showing multiple close obstacles.

Proximity: Very close — multiple large objects (white structure, dark ramp/conveyor, boxes) appear to be within 1-2 meters, with the white object nearly filling the right frame and the dark structure encroaching from the left.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,cluttered,caution,1,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,caution,1,5,1,1,1,1,1,44,3062.6,327,60,0.002535,"Description: The image shows an indoor setting with a white wall, a window, and some objects like a box and a stapler on a desk. The scene appears cluttered and enclosed.
Proximity: Very close, within a few feet.
Risk: Caution
Pilot suggested action: HOLD",
combined_enhanced,gpt4o_mini,cluttered,caution,1,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,caution,1,5,1,1,1,1,1,74,2160.2,3094,98,0.000523,"Description: The image shows a workspace with a wall in the background, a stapler, and some boxes, but the view is obstructed and unclear. The CLIP label indicates uncertainty, which aligns with the lack of YOLO detections, suggesting potential risks in the environment. 

Proximity: The visible objects appear to be within a few feet, but the exact distance is hard to determine due to the angle and obstruction.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,cluttered,caution,1,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,hazard,0,4,1,1,0,1,1,69,1538.8,513,93,6.6e-05,"Description: The image shows a cluttered indoor scene with a large white object, possibly a wall or board, dominating the left side. Various objects, including a brown box, a black object, and a white cylindrical object, are visible on a surface in the foreground. CLIP suggests ""a wall directly blocking,"" which aligns with the large white object.
Proximity: Very close, within 1-2 feet.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,claude,cluttered,caution,2,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,hazard,0,4,1,1,0,1,1,85,6795.3,417,122,0.003081,"Description: The image shows an indoor industrial or warehouse setting with large white surfaces/walls very close to the camera, along with what appears to be conveyor belt equipment or machinery in the foreground. YOLO detected no objects, but the image clearly shows significant structural obstructions filling most of the frame at very close range.

Proximity: Extremely close — the white wall/surface appears to be within 1-2 meters, occupying the majority of the frame and posing an immediate collision risk.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,cluttered,caution,2,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,caution,1,5,1,1,1,1,1,48,2413.5,327,64,0.002595,"Description: The image shows an indoor setting with a white wall, a window, and some objects like a box and a stapler on a desk. The scene appears cluttered with no clear path for navigation.
Proximity: Very close, within a few feet.
Risk: Caution
Pilot suggested action: HOLD",
combined_enhanced,gpt4o_mini,cluttered,caution,2,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,caution,1,5,1,1,1,1,1,74,2362.7,3094,98,0.000523,"Description: The image shows a workspace with a wall in the background, a stapler, and some boxes, but the view is obstructed and unclear. The CLIP label indicates uncertainty, which aligns with the lack of YOLO detections, suggesting potential risks in the environment. 

Proximity: The visible objects appear to be within a few feet, but the exact distance is hard to determine due to the angle and obstruction.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,cluttered,caution,2,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,hazard,0,4,1,1,0,1,1,69,2144.9,513,93,6.6e-05,"Description: The image shows a cluttered indoor scene with a large white object, possibly a wall or board, dominating the left side. Various objects, including a brown box, a black object, and a white cylindrical object, are visible on a surface in the foreground. CLIP suggests ""a wall directly blocking,"" which aligns with the large white object.
Proximity: Very close, within 1-2 feet.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,claude,cluttered,caution,3,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,hazard,0,4,1,1,0,1,1,89,4840.6,417,124,0.003111,"Description: The image shows what appears to be an indoor industrial or warehouse environment with large white surfaces, walls, and some equipment/boxes visible at close range. The CLIP label suggesting ""a wall directly blocking"" aligns with the visual — there are large white structures very close to the camera, and the scene is cluttered with objects at various distances.

Proximity: Extremely close — white surfaces and structures appear to be within 1-2 meters of the drone, with walls/panels filling most of the frame.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,cluttered,caution,3,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,caution,1,5,1,1,1,1,1,48,2442.0,327,64,0.002595,"Description: The image shows an indoor setting with a white wall, a window, and some objects like a box and a stapler on a desk. The scene appears cluttered with no clear path for navigation.
Proximity: Very close, within a few feet.
Risk: Caution
Pilot suggested action: HOLD",
combined_enhanced,gpt4o_mini,cluttered,caution,3,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,caution,1,5,1,1,1,1,1,59,2249.2,3094,85,0.000515,"Description: The image shows a cluttered workspace with a stapler, a box, and some white surfaces, but the view is partially obstructed. The CLIP label indicates uncertainty, which aligns with the lack of YOLO detections, suggesting potential risks in the environment. 

Proximity: The objects appear to be within arm's reach, indicating close proximity.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,cluttered,caution,3,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,hazard,0,4,1,1,0,1,1,69,1646.6,513,93,6.6e-05,"Description: The image shows a cluttered indoor scene with a large white object, possibly a wall or board, dominating the left side. Various objects, including a brown box, a black object, and a white cylindrical object, are visible on a surface in the foreground. CLIP suggests ""a wall directly blocking,"" which aligns with the large white object.
Proximity: Very close, within 1-2 feet.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,claude,cluttered,caution,4,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,hazard,0,4,1,1,0,1,1,96,4911.9,417,131,0.003216,"Description: The image shows what appears to be an indoor industrial or warehouse environment with large white structures/walls very close to the camera, along with what looks like conveyor belt equipment or machinery at close range. YOLO detected no objects, but the image clearly shows significant physical obstructions directly in the drone's field of view, consistent with the CLIP label suggesting a wall blocking the scene.

Proximity: Extremely close — large white surfaces and mechanical equipment appear to be within 1-2 meters of the drone, filling most of the frame.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,cluttered,caution,4,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,caution,1,5,1,1,1,1,1,42,2660.5,327,58,0.002505,"Description: The image shows an indoor setting with a white wall, a window, and some office supplies like a stapler and a box. The scene appears cluttered and enclosed.
Proximity: Very close, within a few feet.
Risk: Caution
Pilot suggested action: HOLD",
combined_enhanced,gpt4o_mini,cluttered,caution,4,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,caution,1,5,1,1,1,1,1,72,2559.7,3094,96,0.000522,"Description: The image shows a workspace with a wall in the background, a stapler, and some boxes, but the view is obstructed and unclear. The CLIP label indicates uncertainty, which aligns with the lack of YOLO detections, suggesting potential risks in the environment. 

Proximity: The visible objects appear to be within a few feet, but the exact distance is hard to determine due to the obstruction.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,cluttered,caution,4,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,hazard,0,4,1,1,0,1,1,69,1847.4,513,93,6.6e-05,"Description: The image shows a cluttered indoor scene with a large white object, possibly a wall or board, dominating the left side. Various objects, including a brown box, a black object, and a white cylindrical object, are visible on a surface in the foreground. CLIP suggests ""a wall directly blocking,"" which aligns with the large white object.
Proximity: Very close, within 1-2 feet.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,claude,cluttered,caution,5,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,hazard,0,4,1,1,0,1,1,89,5786.4,417,126,0.003141,"Description: The image shows a cluttered indoor industrial or warehouse-like environment with large white surfaces/walls very close to the camera, along with what appears to be conveyor equipment or machinery and cardboard boxes in the foreground. YOLO detected nothing, but the image clearly shows significant obstacles at very close range, consistent with the CLIP label suggesting a wall directly blocking the view.

Proximity: Extremely close — white surfaces and equipment appear to be within 1-2 meters of the drone, nearly filling the frame.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,cluttered,caution,5,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,caution,1,5,1,1,1,1,1,42,2290.1,327,58,0.002505,"Description: The image shows an indoor setting with a white wall, a window, and some office supplies like a stapler and a box. The scene appears cluttered and enclosed.
Proximity: Very close, within a few feet.
Risk: Caution
Pilot suggested action: HOLD",
combined_enhanced,gpt4o_mini,cluttered,caution,5,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,caution,1,5,1,1,1,1,1,59,2293.1,3094,85,0.000515,"Description: The image shows a cluttered workspace with a stapler, a box, and some white surfaces, but the view is partially obstructed. The CLIP label indicates uncertainty, which aligns with the lack of YOLO detections, suggesting potential risks in the environment. 

Proximity: The objects appear to be within arm's reach, indicating close proximity.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,cluttered,caution,5,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.119,hazard,0,4,1,1,0,1,1,69,1531.4,513,93,6.6e-05,"Description: The image shows a cluttered indoor scene with a large white object, possibly a wall or board, dominating the left side. Various objects, including a brown box, a black object, and a white cylindrical object, are visible on a surface in the foreground. CLIP suggests ""a wall directly blocking,"" which aligns with the large white object.
Proximity: Very close, within 1-2 feet.
Risk: hazard
Pilot suggested action: STOP",
yolo_enhanced_only,yolo_enhanced,door_open,safe,1,yolo-world,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",uncertain (a wall directly blocking and f),unknown,0.117,caution,0,0,0,0,0,0,0,0,57.37,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,door_open,safe,2,yolo-world,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",uncertain (a wall directly blocking and f),unknown,0.117,caution,0,0,0,0,0,0,0,0,65.63,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,door_open,safe,3,yolo-world,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",uncertain (a wall directly blocking and f),unknown,0.117,caution,0,0,0,0,0,0,0,0,57.2,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,door_open,safe,4,yolo-world,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",uncertain (a wall directly blocking and f),unknown,0.117,caution,0,0,0,0,0,0,0,0,59.22,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,door_open,safe,5,yolo-world,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",uncertain (a wall directly blocking and f),unknown,0.117,caution,0,0,0,0,0,0,0,0,59.84,0,0,0.0,,
llm_only,claude,door_open,safe,1,,,,,0.0,hazard,0,4,1,1,0,1,1,109,6397.4,274,159,0.003207,"Description: The drone appears to be inside a large industrial or warehouse-like building with metal-framed glass partitions, shelving units, and fluorescent lighting visible in the background.
Proximity: Glass partition walls and structural frames are very close — estimated within 1–2 meters on multiple sides. Ceiling structures are also in near proximity above.
Risk: hazard

Pilot suggested action: HOLD

**Reasoning:** The drone is surrounded by glass walls, metal frames, and shelving in a confined indoor space. Moving in any direction risks collision. The environment is cluttered with obstacles at close range. Recommend holding position, assessing surroundings carefully, and executing a slow controlled landing if safe ground space is available below.",
llm_only,gpt4o,door_open,safe,1,,,,,0.0,safe,1,5,1,1,1,1,1,43,2516.7,207,57,0.00189,"Description: The image shows an indoor space with glass doors and a row of tables or workstations. The area appears to be well-lit and organized.
Proximity: Objects such as tables and doors are within a few meters.
Risk: Safe
Pilot suggested action: PROCEED",
llm_only,gpt4o_mini,door_open,safe,1,,,,,0.0,safe,1,5,1,1,1,1,1,47,2193.2,2974,63,0.000484,"Description: The image shows an indoor space with glass doors and a long table or counter in the background. The area appears well-lit and organized, with some equipment visible along the walls.  
Proximity: Objects appear to be within a few meters.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,door_open,safe,1,,,,,0.0,hazard,0,4,1,1,0,1,1,73,3688.8,398,100,6e-05,"Description: The image shows an indoor environment, possibly an office or industrial space, with white walls, a ceiling fan, and what appears to be a partially open door or partition on the right. There are multiple reflective surfaces and structural elements.
Proximity: The open door/partition on the right is very close, likely within 1-2 meters. Other structures and the ceiling fan appear further away, perhaps 5-10 meters.
Risk: Hazard
Pilot suggested action: STOP",
llm_only,claude,door_open,safe,2,,,,,0.0,hazard,0,4,1,1,0,1,1,54,4094.5,274,89,0.002157,"Description: The drone appears to be flying indoors inside a large industrial or commercial building, with metal shelving/racking structures, glass partitions, and ceiling infrastructure visible.
Proximity: Multiple structural elements (shelving units, glass panels, ceiling beams) are in very close proximity — estimated within 1–2 meters on multiple sides.
Risk: hazard

Pilot suggested action: HOLD",
llm_only,gpt4o,door_open,safe,2,,,,,0.0,safe,1,5,1,1,1,1,1,43,2561.3,207,57,0.00189,"Description: The image shows an indoor space with glass doors and a row of tables or workstations. The area appears to be well-lit and organized.
Proximity: Objects such as tables and doors are within a few meters.
Risk: safe
Pilot suggested action: PROCEED",
llm_only,gpt4o_mini,door_open,safe,2,,,,,0.0,safe,1,5,1,1,1,1,1,44,2044.9,2974,61,0.000483,"Description: The image shows an indoor space with glass doors and a long table or counter in the background. The area appears well-lit and organized, with no visible obstructions.  
Proximity: Objects appear to be within a few meters.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,door_open,safe,2,,,,,0.0,hazard,0,4,1,1,0,1,1,73,3896.3,398,100,6e-05,"Description: The image shows an indoor environment, possibly an office or industrial space, with white walls, a ceiling fan, and what appears to be a partially open door or partition on the right. There are multiple reflective surfaces and structural elements.
Proximity: The open door/partition on the right is very close, likely within 1-2 meters. Other structures and the ceiling fan appear further away, perhaps 5-10 meters.
Risk: Hazard
Pilot suggested action: STOP",
llm_only,claude,door_open,safe,3,,,,,0.0,caution,0,4,1,1,0,1,1,60,4297.4,274,95,0.002247,"Description: The drone appears to be inside a large industrial or warehouse-like building with metal shelving/racking structures, glass partitions, and fluorescent lighting overhead.
Proximity: Metal frame structures and glass panels are very close — within 1–2 meters on multiple sides, suggesting the drone is navigating through a confined indoor space with shelving units nearby.
Risk: caution

Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,door_open,safe,3,,,,,0.0,safe,1,5,1,1,1,1,1,45,2912.1,207,59,0.00192,"Description: The image shows an indoor space with a row of tables or workstations and a glass door partially open. The area appears to be well-lit.
Proximity: Objects such as tables and the door are within a few meters.
Risk: safe
Pilot suggested action: PROCEED",
llm_only,gpt4o_mini,door_open,safe,3,,,,,0.0,safe,1,5,1,1,1,1,1,44,2004.6,2974,60,0.000482,"Description: The image shows a well-lit indoor space with glass doors and a series of tables or workstations in the background. The area appears organized and free of clutter.  
Proximity: Objects appear to be within a few meters.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,door_open,safe,3,,,,,0.0,caution,0,4,1,1,0,1,1,76,4044.5,398,104,6.1e-05,"Description: The image shows the interior of a building, possibly an office or industrial space, with white walls, a ceiling fan, and what appears to be a glass door slightly ajar on the right. There are also some tables or workbenches visible in the background.
Proximity: The glass door on the right is very close, likely within 1-2 meters. Other objects in the background are further away, beyond 5 meters.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,door_open,safe,4,,,,,0.0,caution,0,4,1,1,0,1,1,59,4117.8,274,93,0.002217,"Description: The drone appears to be inside a large industrial or commercial building, likely a warehouse or factory, with metal shelving/racking structures, glass partitions, and overhead lighting visible.
Proximity: Metal frame structures and shelving units appear very close on the right side (within 1-2 meters); ceiling structures also appear within close range above.
Risk: caution

Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,door_open,safe,4,,,,,0.0,safe,1,5,1,1,1,1,1,45,2897.2,207,59,0.00192,"Description: The image shows an indoor space with a series of tables or workstations and a glass door. The area appears to be well-lit and organized.
Proximity: Objects such as tables and the door are within a few meters.
Risk: Safe
Pilot suggested action: PROCEED",
llm_only,gpt4o_mini,door_open,safe,4,,,,,0.0,safe,1,5,1,1,1,1,1,44,2256.9,2974,60,0.000482,"Description: The image shows a well-lit indoor space with glass doors and a series of tables or workstations in the background. The area appears organized and free of clutter.  
Proximity: Objects appear to be within a few meters.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,door_open,safe,4,,,,,0.0,caution,0,4,1,1,0,1,1,76,2322.4,398,104,6.1e-05,"Description: The image shows the interior of a building, possibly an office or industrial space, with white walls, a ceiling fan, and what appears to be a glass door slightly ajar on the right. There are also some tables or workbenches visible in the background.
Proximity: The glass door on the right is very close, likely within 1-2 meters. Other objects in the background are further away, beyond 5 meters.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,door_open,safe,5,,,,,0.0,hazard,0,4,1,1,0,1,1,56,4334.7,274,89,0.002157,"Description: The drone appears to be inside a large industrial or warehouse-like building with metal shelving/racking structures, glass partitions, and fluorescent lighting visible overhead.
Proximity: Metal frame structures and shelving units appear very close — approximately 1–2 meters on multiple sides, posing significant collision risk in a confined indoor space.
Risk: hazard
Pilot suggested action: HOLD",
llm_only,gpt4o,door_open,safe,5,,,,,0.0,safe,1,5,1,1,1,1,1,43,5321.3,207,57,0.00189,"Description: The image shows an indoor space with glass doors and a row of tables or workstations. The area appears to be well-lit and organized.
Proximity: Objects such as tables and doors are within a few meters.
Risk: safe
Pilot suggested action: PROCEED",
llm_only,gpt4o_mini,door_open,safe,5,,,,,0.0,safe,1,5,1,1,1,1,1,47,2038.9,2974,63,0.000484,"Description: The image shows an indoor space with glass doors and a long table or counter in the background. The area appears well-lit and organized, with some equipment visible along the walls.  
Proximity: Objects appear to be within a few meters.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,door_open,safe,5,,,,,0.0,hazard,0,4,1,1,0,1,1,73,3665.4,398,100,6e-05,"Description: The image shows an indoor environment, possibly an office or industrial space, with white walls, a ceiling fan, and what appears to be a partially open door or partition on the right. There are multiple reflective surfaces and structural elements.
Proximity: The open door/partition on the right is very close, likely within 1-2 meters. Other structures and the ceiling fan appear further away, perhaps 5-10 meters.
Risk: Hazard
Pilot suggested action: STOP",
combined_enhanced,claude,door_open,safe,1,yolo-world,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",uncertain (a wall directly blocking and f),unknown,0.117,hazard,0,4,1,1,0,1,1,98,6487.9,453,156,0.003699,"Description: The image shows an indoor industrial or warehouse-like space with metal-framed glass partitions/walls and shelving units visible in the background. The YOLO detection of a window at ~2.46m aligns with the visible glass partition frames in the foreground, and the CLIP label referencing ""a wall directly blocking"" is consistent with the enclosed, obstacle-dense environment visible in the image.

Proximity: The glass partitions and structural frames appear very close — visually estimated at 1.5–3m — with multiple structural elements (metal frames, ceiling infrastructure, shelving) creating a confined, cluttered space with limited clearance.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,door_open,safe,1,yolo-world,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",uncertain (a wall directly blocking and f),unknown,0.117,caution,0,4,1,1,0,1,1,62,2555.3,363,83,0.00306,"Description: The image shows an indoor space with a series of tables or workstations and a glass door. The YOLO detection of a window seems to be referring to the glass door. The CLIP label is uncertain, but the scene appears to be a corridor or workspace.
Proximity: The glass door is approximately 2-3 meters away.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
