t_s,roll_deg,pitch_deg,roll_error_deg,pitch_error_deg
5.965,0.427,0.025,-0.4265,-0.0273
5.97,0.427,0.025,-0.4266,-0.0252
5.975,0.428,0.021,-0.4269,-0.0251
5.98,0.428,0.012,-0.428,-0.0206
5.985,0.431,0.01,-0.4279,-0.0124
5.99,0.43,0.014,-0.4308,-0.01
5.995,0.432,0.014,-0.4303,-0.0142
6.0,0.435,0.016,-0.4324,-0.014
6.005,0.439,0.013,-0.4347,-0.0159
6.01,0.442,0.003,-0.4393,-0.013
6.015,0.446,0.002,-0.4416,-0.0027
6.02,0.451,0.01,-0.4463,-0.0015
6.025,0.455,0.022,-0.4506,-0.0105
6.03,0.457,0.024,-0.4552,-0.0217
6.035,0.46,0.024,-0.4566,-0.0242
6.04,0.457,0.031,-0.4602,-0.024
6.045,0.458,0.031,-0.4571,-0.0307
6.05,0.457,0.033,-0.4582,-0.0309
6.055,0.452,0.036,-0.4573,-0.0327
6.06,0.454,0.036,-0.4524,-0.0362
6.065,0.451,0.034,-0.454,-0.036
6.07,0.453,0.026,-0.4508,-0.034
6.075,0.455,0.017,-0.4533,-0.0259
6.08,0.453,0.01,-0.4545,-0.0167
6.085,0.45,0.008,-0.4525,-0.0102
6.09,0.456,0.007,-0.4504,-0.0081
6.095,0.46,0.002,-0.4557,-0.0068
6.1,0.46,0.005,-0.4595,-0.0021
6.105,0.461,0.002,-0.4602,-0.0049
6.11,0.462,0.002,-0.4613,-0.0018
6.115,0.459,0.003,-0.4623,-0.0018
6.12,0.458,-0.005,-0.4587,-0.003
6.125,0.454,-0.003,-0.4576,0.0045
6.13,0.452,-0.002,-0.4542,0.0033
6.135,0.453,0.001,-0.4524,0.0017
6.14,0.451,0.006,-0.4526,-0.0006
6.145,0.448,0.007,-0.4507,-0.006
6.15,0.442,0.015,-0.4483,-0.0066
6.155,0.443,0.013,-0.4421,-0.0147
6.16,0.444,0.022,-0.4432,-0.0129
6.165,0.445,0.023,-0.4444,-0.0224
6.17,0.441,0.026,-0.4446,-0.0229
6.175,0.441,0.03,-0.4411,-0.0264
6.18,0.441,0.025,-0.4414,-0.0298
6.185,0.442,0.021,-0.4408,-0.0254
6.19,0.442,0.012,-0.4421,-0.0212
6.195,0.446,0.003,-0.4423,-0.012
6.2,0.443,-0.008,-0.4458,-0.0027
6.205,0.445,-0.015,-0.4431,0.008
6.21,0.442,-0.016,-0.4445,0.0154
6.215,0.435,-0.015,-0.4423,0.0157
6.22,0.431,-0.017,-0.4351,0.0154
6.225,0.434,-0.014,-0.4306,0.0166
6.23,0.438,-0.008,-0.4343,0.0138
6.235,0.44,-0.005,-0.4381,0.0081
6.24,0.443,-0.0,-0.4401,0.0046
6.245,0.443,0.01,-0.4433,0.0002
6.25,0.439,0.015,-0.4428,-0.0102
6.255,0.44,0.007,-0.4391,-0.015
6.26,0.443,0.007,-0.4396,-0.0071
6.265,0.44,0.0,-0.4426,-0.0073
6.27,0.443,0.0,-0.4404,-0.0001
6.275,0.444,0.001,-0.443,-0.0001
6.28,0.443,-0.001,-0.444,-0.0009
6.285,0.443,-0.003,-0.4433,0.0012
6.29,0.441,0.001,-0.4434,0.0032
6.295,0.433,0.009,-0.4413,-0.0011
6.3,0.427,0.007,-0.4327,-0.0092
6.305,0.42,-0.001,-0.4267,-0.0074
6.31,0.42,-0.004,-0.42,0.0011
6.315,0.417,-0.003,-0.4197,0.0036
6.32,0.416,-0.002,-0.4174,0.0034
6.325,0.419,0.0,-0.4158,0.002
6.33,0.422,0.007,-0.4188,-0.0002
6.335,0.423,0.011,-0.4224,-0.007
6.34,0.427,0.006,-0.423,-0.0113
6.345,0.425,0.008,-0.4267,-0.0061
6.35,0.43,0.01,-0.4246,-0.008
6.355,0.429,0.009,-0.43,-0.0104
6.36,0.43,0.015,-0.4293,-0.0085
6.365,0.435,0.019,-0.4295,-0.0151
6.37,0.435,0.021,-0.4347,-0.0193
6.375,0.432,0.026,-0.4347,-0.0209
6.38,0.432,0.022,-0.4316,-0.0259
6.385,0.431,0.023,-0.4319,-0.0218
6.39,0.435,0.026,-0.4315,-0.0233
6.395,0.432,0.017,-0.4348,-0.0255
6.4,0.434,0.018,-0.432,-0.0168
6.405,0.43,0.017,-0.4338,-0.0179
6.41,0.43,0.013,-0.43,-0.0169
6.415,0.428,0.007,-0.43,-0.0134
6.42,0.425,0.001,-0.4283,-0.0069
6.425,0.425,-0.008,-0.4253,-0.0009
6.43,0.426,-0.012,-0.425,0.0075
6.435,0.432,-0.018,-0.4262,0.0124
6.44,0.433,-0.014,-0.4316,0.0179
6.445,0.441,-0.013,-0.4332,0.0137
6.45,0.446,-0.016,-0.4413,0.0132
6.455,0.451,-0.01,-0.4457,0.0158
6.46,0.454,0.001,-0.451,0.0097
6.465,0.453,0.011,-0.4538,-0.0011
6.47,0.454,0.017,-0.4528,-0.0113
6.475,0.45,0.019,-0.4538,-0.0171
6.48,0.442,0.009,-0.4498,-0.0193
6.485,0.431,0.008,-0.4423,-0.0088
6.49,0.426,0.005,-0.4307,-0.0085
6.495,0.419,-0.007,-0.4262,-0.0046
6.5,0.418,-0.011,-0.4187,0.007
6.505,0.414,-0.026,-0.4176,0.0114
6.51,0.415,-0.037,-0.4138,0.0264
6.515,0.417,-0.047,-0.4149,0.037
6.52,0.416,-0.053,-0.4166,0.047
6.525,0.421,-0.05,-0.4164,0.0526
6.53,0.424,-0.052,-0.4207,0.0504
6.535,0.424,-0.053,-0.4236,0.0516
6.54,0.424,-0.048,-0.4237,0.0526
6.545,0.42,-0.039,-0.4244,0.0482
6.55,0.419,-0.029,-0.4196,0.0386
6.555,0.418,-0.023,-0.4189,0.0295
6.56,0.415,-0.02,-0.418,0.0231
6.565,0.416,-0.018,-0.4155,0.0202
6.57,0.412,-0.014,-0.4161,0.0181
6.575,0.41,-0.009,-0.4121,0.0137
6.58,0.411,-0.008,-0.4096,0.009
6.585,0.41,-0.007,-0.4108,0.0079
6.59,0.409,-0.005,-0.4097,0.0066
6.595,0.406,-0.013,-0.4085,0.0047
6.6,0.409,-0.017,-0.4058,0.0126
6.605,0.412,-0.014,-0.4092,0.017
6.61,0.416,-0.018,-0.4124,0.0144
6.615,0.416,-0.019,-0.4156,0.0176
6.62,0.417,-0.025,-0.416,0.0189
6.625,0.415,-0.03,-0.4167,0.0246
6.63,0.414,-0.027,-0.415,0.0297
6.635,0.418,-0.025,-0.4144,0.0275
6.64,0.418,-0.022,-0.418,0.0253
6.645,0.421,-0.018,-0.4184,0.0216
6.65,0.421,-0.013,-0.421,0.0179
6.655,0.423,-0.014,-0.4213,0.0128
6.66,0.43,-0.013,-0.4232,0.0139
6.665,0.431,-0.007,-0.4297,0.013
6.67,0.432,-0.007,-0.4312,0.0067
6.675,0.431,0.001,-0.432,0.0069
6.68,0.427,0.001,-0.4308,-0.0006
6.685,0.422,0.005,-0.4271,-0.0005
6.69,0.421,0.0,-0.4215,-0.0052
6.695,0.418,-0.001,-0.4212,-0.0001
6.7,0.418,-0.005,-0.418,0.0008
6.705,0.417,-0.007,-0.418,0.0052
6.71,0.416,-0.014,-0.4168,0.0075
6.715,0.411,-0.008,-0.416,0.0141
6.72,0.409,-0.002,-0.4109,0.0076
6.725,0.407,-0.0,-0.4087,0.002
6.73,0.406,-0.001,-0.4066,0.0004
6.735,0.407,0.005,-0.4059,0.0007
6.74,0.41,0.007,-0.4069,-0.0047
6.745,0.41,0.01,-0.4101,-0.0073
6.75,0.41,0.022,-0.4104,-0.0099
6.755,0.413,0.024,-0.4097,-0.0217
6.76,0.418,0.03,-0.413,-0.0244
6.765,0.419,0.026,-0.4178,-0.0297
6.77,0.417,0.021,-0.4192,-0.0258
6.775,0.417,0.01,-0.4172,-0.0214
6.78,0.416,-0.002,-0.4166,-0.0101
6.785,0.409,-0.013,-0.416,0.0023
6.79,0.405,-0.023,-0.409,0.0133
6.795,0.404,-0.024,-0.4054,0.023
6.8,0.398,-0.033,-0.4045,0.0244
6.805,0.392,-0.034,-0.3983,0.0333
6.81,0.389,-0.034,-0.3922,0.0339
6.815,0.387,-0.034,-0.389,0.0338
6.82,0.386,-0.024,-0.3868,0.0339
6.825,0.39,-0.026,-0.3859,0.0243
6.83,0.389,-0.025,-0.3899,0.0256
6.835,0.387,-0.018,-0.3893,0.0252
6.84,0.386,-0.004,-0.3872,0.0184
6.845,0.386,-0.001,-0.3856,0.0037
6.85,0.383,0.006,-0.3859,0.0011
6.855,0.386,0.011,-0.3834,-0.0064
6.86,0.388,0.015,-0.3859,-0.011
6.865,0.393,0.021,-0.3883,-0.0146
6.87,0.392,0.02,-0.3927,-0.0214
6.875,0.395,0.015,-0.3918,-0.02
6.88,0.399,0.015,-0.3954,-0.0153
6.885,0.404,0.012,-0.3989,-0.0145
6.89,0.406,0.008,-0.4036,-0.0121
6.895,0.406,0.008,-0.4056,-0.0084
6.9,0.403,0.003,-0.4065,-0.0077
6.905,0.402,-0.006,-0.4026,-0.0034
6.91,0.399,-0.005,-0.4025,0.0065
6.915,0.4,0.001,-0.3989,0.0051
6.92,0.398,0.007,-0.4003,-0.0012
6.925,0.399,0.002,-0.3978,-0.007
6.93,0.404,0.001,-0.3987,-0.0016
6.935,0.404,-0.005,-0.4038,-0.0012
6.94,0.409,0.001,-0.4039,0.0053
6.945,0.413,-0.002,-0.4095,-0.001
6.95,0.416,-0.004,-0.4134,0.0023
6.955,0.421,-0.007,-0.4163,0.0042
6.96,0.421,-0.013,-0.4215,0.0072
6.965,0.423,-0.008,-0.4208,0.013
6.97,0.427,-0.009,-0.4226,0.008
6.975,0.427,-0.012,-0.427,0.0086
6.98,0.428,-0.005,-0.4267,0.0118
6.985,0.429,-0.003,-0.4282,0.0052
6.99,0.428,-0.001,-0.4288,0.0027
6.995,0.424,-0.015,-0.4277,0.0013
7.0,0.424,-0.008,-0.424,0.0154
7.005,0.422,0.002,-0.4244,0.0078
7.01,0.426,0.001,-0.4218,-0.0017
7.015,0.424,0.0,-0.4263,-0.001
7.02,0.423,0.001,-0.4236,-0.0002
7.025,0.423,0.009,-0.4227,-0.0006
7.03,0.418,0.009,-0.4234,-0.0086
7.035,0.416,0.006,-0.4182,-0.0093
7.04,0.413,0.007,-0.4161,-0.0056
7.045,0.41,0.005,-0.4133,-0.0074
7.05,0.406,0.002,-0.4105,-0.0053
7.055,0.403,0.007,-0.4059,-0.0021
7.06,0.403,0.002,-0.4032,-0.0068
7.065,0.403,0.006,-0.4034,-0.0023
7.07,0.404,0.003,-0.4032,-0.006
7.075,0.404,-0.001,-0.4036,-0.003
7.08,0.404,0.009,-0.4041,0.0007
7.085,0.407,0.008,-0.404,-0.0089
7.09,0.411,0.009,-0.4073,-0.0075
7.095,0.409,0.019,-0.4107,-0.0087
7.1,0.409,0.013,-0.4088,-0.0188
7.105,0.416,0.01,-0.4088,-0.013
7.11,0.419,0.001,-0.4165,-0.0096
7.115,0.419,-0.002,-0.4195,-0.0013
7.12,0.423,0.0,-0.4187,0.0025
7.125,0.421,0.002,-0.4227,-0.0003
7.13,0.421,0.004,-0.4213,-0.0019
7.135,0.417,0.008,-0.421,-0.0037
7.14,0.413,0.015,-0.417,-0.0075
7.145,0.408,0.015,-0.4126,-0.0149
7.15,0.406,0.012,-0.408,-0.015
7.155,0.403,0.02,-0.406,-0.0125
7.16,0.402,0.019,-0.4026,-0.0202
7.165,0.401,0.018,-0.4017,-0.0185
7.17,0.404,0.028,-0.4007,-0.0185
7.175,0.413,0.028,-0.4042,-0.0282
7.18,0.419,0.019,-0.4132,-0.0277
7.185,0.417,0.012,-0.4187,-0.0186
7.19,0.417,0.012,-0.4166,-0.0119
7.195,0.416,0.014,-0.4169,-0.0117
7.2,0.416,0.01,-0.416,-0.0141
7.205,0.413,0.01,-0.4162,-0.0105
7.21,0.412,0.011,-0.4127,-0.0101
7.215,0.408,0.018,-0.4122,-0.0108
7.22,0.403,0.02,-0.4082,-0.0177
7.225,0.4,0.014,-0.4031,-0.0197
7.23,0.393,0.014,-0.4005,-0.0143
7.235,0.39,0.011,-0.3934,-0.0135
7.24,0.386,0.014,-0.3901,-0.0107
7.245,0.388,0.013,-0.3857,-0.0137
7.25,0.391,0.022,-0.3882,-0.0132
7.255,0.392,0.022,-0.3908,-0.0218
7.26,0.389,0.037,-0.3921,-0.022
7.265,0.393,0.041,-0.3885,-0.0366
7.27,0.399,0.047,-0.3932,-0.0412
7.275,0.406,0.053,-0.3989,-0.0466
7.28,0.411,0.051,-0.4064,-0.0529
7.285,0.413,0.051,-0.4106,-0.0506
7.29,0.416,0.048,-0.4129,-0.0506
7.295,0.42,0.043,-0.4164,-0.0481
7.3,0.421,0.03,-0.4204,-0.0429
7.305,0.422,0.03,-0.4206,-0.03
7.31,0.42,0.027,-0.4221,-0.0297
7.315,0.416,0.022,-0.42,-0.0268
7.32,0.417,0.019,-0.4158,-0.0219
7.325,0.421,0.015,-0.4171,-0.0187
7.33,0.418,0.009,-0.4215,-0.0145
7.335,0.416,0.013,-0.4184,-0.0092
7.34,0.414,-0.001,-0.4159,-0.0126
7.345,0.412,-0.002,-0.4137,0.001
7.35,0.413,0.004,-0.4121,0.0023
7.355,0.417,-0.002,-0.4125,-0.0037
7.36,0.42,0.005,-0.4172,0.0021
7.365,0.419,0.006,-0.4199,-0.0049
7.37,0.418,0.009,-0.4194,-0.006
7.375,0.423,-0.0,-0.4178,-0.0085
7.38,0.417,0.007,-0.4227,0.0004
7.385,0.416,0.01,-0.4175,-0.0074
7.39,0.418,0.01,-0.4158,-0.0102
7.395,0.42,0.009,-0.4178,-0.0102
7.4,0.42,0.012,-0.4205,-0.0094
7.405,0.42,0.008,-0.4205,-0.0122
7.41,0.421,-0.001,-0.4201,-0.0082
7.415,0.418,-0.0,-0.4208,0.0011
7.42,0.419,-0.004,-0.418,0.0003
7.425,0.42,-0.005,-0.4194,0.0042
7.43,0.42,-0.011,-0.4198,0.0053
7.435,0.416,-0.008,-0.42,0.011
7.44,0.414,-0.012,-0.4158,0.0081
7.445,0.416,-0.012,-0.4143,0.0119
7.45,0.418,-0.023,-0.416,0.0117
7.455,0.417,-0.012,-0.4178,0.0231
7.46,0.419,0.001,-0.4171,0.0116
7.465,0.415,0.003,-0.4185,-0.0006
7.47,0.412,-0.006,-0.4151,-0.0029
7.475,0.407,-0.016,-0.4116,0.0055
7.48,0.402,-0.023,-0.4068,0.0164
7.485,0.397,-0.029,-0.4017,0.0234
7.49,0.393,-0.036,-0.3974,0.029
7.495,0.392,-0.035,-0.3933,0.0364
7.5,0.395,-0.035,-0.3918,0.0353
7.505,0.396,-0.037,-0.3946,0.035
7.51,0.402,-0.029,-0.3957,0.0368
7.515,0.409,-0.031,-0.4017,0.0289
7.52,0.411,-0.02,-0.4091,0.0307
7.525,0.414,-0.013,-0.4109,0.02
7.53,0.412,-0.006,-0.4135,0.0128
7.535,0.412,-0.008,-0.4122,0.006
7.54,0.408,-0.002,-0.4122,0.008
7.545,0.408,0.002,-0.4085,0.0021
7.55,0.405,0.001,-0.4077,-0.002
7.555,0.403,-0.003,-0.405,-0.0007
7.56,0.4,-0.008,-0.4026,0.0028
7.565,0.4,-0.001,-0.4003,0.0077
7.57,0.401,0.005,-0.3999,0.0015
7.575,0.407,0.003,-0.4009,-0.0054
7.58,0.403,-0.003,-0.4069,-0.0034
7.585,0.401,-0.003,-0.4029,0.0034
7.59,0.405,-0.002,-0.4012,0.003
7.595,0.403,0.008,-0.4049,0.0021
7.6,0.402,0.012,-0.4029,-0.0084
7.605,0.396,0.019,-0.4018,-0.0123
7.61,0.397,0.015,-0.3964,-0.0194
7.615,0.397,0.016,-0.3975,-0.0149
7.62,0.397,0.014,-0.3974,-0.0162
7.625,0.401,0.017,-0.3973,-0.014
7.63,0.401,0.012,-0.4005,-0.017
7.635,0.406,0.008,-0.4007,-0.0117
7.64,0.406,0.005,-0.406,-0.008
7.645,0.409,0.01,-0.4055,-0.0054
7.65,0.411,0.006,-0.4093,-0.0102
7.655,0.412,0.004,-0.4109,-0.0055
7.66,0.413,-0.0,-0.4115,-0.0045
7.665,0.408,-0.002,-0.4129,0.0003
7.67,0.409,0.001,-0.4084,0.0017
7.675,0.406,0.003,-0.4085,-0.0011
7.68,0.409,0.014,-0.4062,-0.0032
7.685,0.406,0.018,-0.4086,-0.0138
7.69,0.4,0.016,-0.406,-0.0181
7.695,0.394,0.018,-0.4005,-0.0159
7.7,0.396,0.023,-0.3936,-0.0183
7.705,0.396,0.028,-0.3959,-0.0226
7.71,0.397,0.021,-0.3959,-0.0282
7.715,0.394,0.02,-0.3968,-0.021
7.72,0.394,0.026,-0.3936,-0.0201
7.725,0.392,0.015,-0.3939,-0.0261
7.73,0.397,0.022,-0.3924,-0.0148
7.735,0.396,0.03,-0.3966,-0.0216
7.74,0.393,0.024,-0.3956,-0.0299
7.745,0.395,0.028,-0.3932,-0.024
7.75,0.393,0.018,-0.3955,-0.0275
7.755,0.397,0.017,-0.3927,-0.0179
7.76,0.398,0.018,-0.3974,-0.0172
7.765,0.4,0.022,-0.3984,-0.0177
7.77,0.397,0.031,-0.4,-0.0223
7.775,0.398,0.032,-0.397,-0.0306
7.78,0.394,0.039,-0.3976,-0.0318
7.785,0.391,0.025,-0.3938,-0.0385
7.79,0.387,0.023,-0.3906,-0.0249
7.795,0.386,0.022,-0.3869,-0.0227
7.8,0.385,0.024,-0.3862,-0.0218
7.805,0.386,0.024,-0.3852,-0.0239
7.81,0.388,0.029,-0.3862,-0.0241
7.815,0.39,0.034,-0.3877,-0.0292
7.82,0.394,0.026,-0.3905,-0.0344
7.825,0.399,0.017,-0.3944,-0.026
7.83,0.406,0.021,-0.3992,-0.0175
7.835,0.41,0.011,-0.4065,-0.0211
7.84,0.412,0.014,-0.4095,-0.0115
7.845,0.412,0.018,-0.4115,-0.0137
7.85,0.408,0.016,-0.4123,-0.0178
7.855,0.398,0.014,-0.4077,-0.0164
7.86,0.397,0.017,-0.3984,-0.0138
7.865,0.391,0.026,-0.3969,-0.0171
7.87,0.389,0.029,-0.3913,-0.0262
7.875,0.386,0.035,-0.3885,-0.0291
7.88,0.389,0.032,-0.3859,-0.0351
7.885,0.387,0.025,-0.3894,-0.0323
7.89,0.391,0.014,-0.3867,-0.0247
7.895,0.391,0.023,-0.3913,-0.0143
7.9,0.393,0.016,-0.3906,-0.0229
7.905,0.399,0.027,-0.3925,-0.0159
7.91,0.402,0.031,-0.3987,-0.0267
7.915,0.405,0.033,-0.402,-0.031
7.92,0.406,0.024,-0.4051,-0.0326
7.925,0.406,0.026,-0.4063,-0.0242
7.93,0.408,0.031,-0.4061,-0.0265
7.935,0.408,0.035,-0.4082,-0.0308
7.94,0.406,0.025,-0.408,-0.0349
7.945,0.403,0.021,-0.4062,-0.0254
7.95,0.399,0.019,-0.4028,-0.0206
7.955,0.397,0.014,-0.399,-0.0192
7.96,0.394,0.018,-0.3969,-0.0141
7.965,0.392,0.012,-0.394,-0.0175
7.97,0.395,0.009,-0.392,-0.0124
7.975,0.393,0.009,-0.3949,-0.0093
7.98,0.395,0.019,-0.3935,-0.0092
7.985,0.398,0.026,-0.395,-0.0187
7.99,0.401,0.025,-0.3979,-0.0262
7.995,0.404,0.034,-0.4012,-0.0254
8.0,0.408,0.034,-0.4036,-0.0341
8.005,0.409,0.031,-0.4076,-0.034
8.01,0.409,0.031,-0.4093,-0.0312
8.015,0.408,0.028,-0.4095,-0.0311
8.02,0.402,0.029,-0.4078,-0.0285
8.025,0.4,0.029,-0.4021,-0.0294
8.03,0.399,0.033,-0.3997,-0.029
8.035,0.394,0.022,-0.3988,-0.0331
8.04,0.396,0.021,-0.3937,-0.0217
8.045,0.394,0.007,-0.3956,-0.0211
8.05,0.387,0.019,-0.3937,-0.0069
8.055,0.385,0.013,-0.3865,-0.019
8.06,0.385,0.018,-0.3851,-0.0134
8.065,0.388,0.012,-0.3855,-0.0182
8.07,0.39,0.011,-0.3884,-0.0124
8.075,0.391,0.02,-0.3897,-0.0112
8.08,0.398,0.019,-0.3912,-0.0204
8.085,0.399,0.021,-0.398,-0.0189
8.09,0.406,0.015,-0.3989,-0.0207
8.095,0.411,0.007,-0.4056,-0.0148
8.1,0.412,0.009,-0.4113,-0.0071
8.105,0.408,0.003,-0.4116,-0.0093
8.11,0.414,-0.002,-0.4084,-0.003
8.115,0.413,-0.004,-0.4141,0.0022
8.12,0.406,-0.009,-0.4127,0.0037
8.125,0.404,-0.02,-0.4057,0.0092
8.13,0.402,-0.029,-0.404,0.0205
8.135,0.397,-0.026,-0.4021,0.0289
8.14,0.395,-0.02,-0.397,0.0264
8.145,0.396,-0.026,-0.3954,0.02
8.15,0.399,-0.027,-0.3959,0.026
8.155,0.397,-0.018,-0.3987,0.0268
8.16,0.398,-0.014,-0.3966,0.018
8.165,0.398,-0.008,-0.3981,0.0143
8.17,0.399,-0.011,-0.398,0.0084
8.175,0.396,-0.005,-0.3993,0.0107
8.18,0.4,-0.009,-0.3957,0.0046
8.185,0.4,-0.007,-0.3996,0.0092
8.19,0.397,-0.013,-0.3999,0.0074
8.195,0.398,-0.012,-0.3973,0.0126
8.2,0.403,-0.006,-0.3982,0.012
8.205,0.404,-0.009,-0.4029,0.0063
8.21,0.401,-0.018,-0.404,0.0087
8.215,0.402,-0.022,-0.4011,0.0182
8.22,0.401,-0.022,-0.4022,0.0215
8.225,0.398,-0.025,-0.4008,0.0222
8.23,0.4,-0.017,-0.3983,0.0248
8.235,0.401,-0.006,-0.3995,0.0168
8.24,0.405,-0.002,-0.4011,0.0063
8.245,0.404,0.009,-0.4047,0.0016
8.25,0.413,0.005,-0.4043,-0.0092
8.255,0.417,-0.0,-0.4135,-0.0047
8.26,0.419,0.006,-0.4171,0.0001
8.265,0.418,0.015,-0.4186,-0.0058
8.27,0.409,0.022,-0.4179,-0.0146
8.275,0.405,0.02,-0.4086,-0.0223
8.28,0.404,0.016,-0.4047,-0.0196
8.285,0.397,0.018,-0.4036,-0.0164
8.29,0.392,0.02,-0.397,-0.0184
8.295,0.388,0.018,-0.3922,-0.0201
8.3,0.386,0.009,-0.3878,-0.0181
8.305,0.385,-0.001,-0.3857,-0.0087
8.31,0.387,-0.004,-0.3847,0.0012
8.315,0.391,-0.01,-0.3871,0.0043
8.32,0.394,-0.013,-0.3907,0.01
8.325,0.398,-0.008,-0.3944,0.0135
8.33,0.399,-0.005,-0.3981,0.0081
8.335,0.403,-0.006,-0.3989,0.0047
8.34,0.407,-0.011,-0.4033,0.0063
8.345,0.407,-0.009,-0.4074,0.0107
8.35,0.407,-0.009,-0.4073,0.009
8.355,0.404,-0.015,-0.4068,0.0092
8.36,0.407,-0.014,-0.4042,0.0147
8.365,0.406,0.002,-0.4067,0.0141
8.37,0.405,0.004,-0.406,-0.0022
8.375,0.406,0.005,-0.4055,-0.0041
8.38,0.406,-0.003,-0.4065,-0.0048
8.385,0.403,-0.003,-0.4064,0.0025
8.39,0.4,-0.004,-0.4031,0.0027
8.395,0.396,-0.007,-0.3998,0.0045
8.4,0.396,-0.009,-0.3965,0.0074
8.405,0.391,-0.01,-0.3956,0.0088
8.41,0.385,-0.017,-0.3906,0.0105
8.415,0.387,-0.014,-0.3854,0.0175
8.42,0.385,-0.007,-0.3866,0.0137
8.425,0.379,-0.009,-0.385,0.0066
8.43,0.378,-0.004,-0.3793,0.0089
8.435,0.379,0.007,-0.378,0.0038
8.44,0.38,0.003,-0.3794,-0.0066
8.445,0.375,0.02,-0.3798,-0.0031
8.45,0.377,0.024,-0.3753,-0.0197
8.455,0.377,0.025,-0.3765,-0.0243
8.46,0.379,0.033,-0.3769,-0.0251
8.465,0.379,0.04,-0.3792,-0.0333
8.47,0.382,0.04,-0.3791,-0.0402
8.475,0.38,0.03,-0.3815,-0.0402
8.48,0.382,0.031,-0.3803,-0.0295
8.485,0.379,0.029,-0.382,-0.0308
8.49,0.372,0.021,-0.3788,-0.0287
8.495,0.37,0.019,-0.3724,-0.0213
8.5,0.369,0.018,-0.3697,-0.0195
8.505,0.367,0.026,-0.3691,-0.0183
8.51,0.37,0.024,-0.3669,-0.0257
8.515,0.37,0.027,-0.3698,-0.0239
8.52,0.374,0.023,-0.3697,-0.0265
8.525,0.372,0.015,-0.374,-0.0234
8.53,0.368,0.029,-0.3724,-0.0147
8.535,0.371,0.022,-0.3682,-0.0288
8.54,0.377,0.026,-0.3712,-0.0219
8.545,0.381,0.02,-0.3769,-0.0258
8.55,0.384,0.02,-0.3811,-0.02
8.555,0.393,0.009,-0.3843,-0.0196
8.56,0.399,0.012,-0.3929,-0.0088
8.565,0.401,0.009,-0.3993,-0.0125
8.57,0.406,0.005,-0.4014,-0.0087
8.575,0.404,0.006,-0.4063,-0.0053
8.58,0.399,0.023,-0.4045,-0.006
8.585,0.401,0.037,-0.3988,-0.0232
8.59,0.396,0.024,-0.4005,-0.0367
8.595,0.393,0.03,-0.3958,-0.024
8.6,0.389,0.029,-0.3929,-0.0302
8.605,0.384,0.025,-0.3893,-0.029
8.61,0.382,0.027,-0.3838,-0.0253
8.615,0.381,0.017,-0.3817,-0.0271
8.62,0.382,0.017,-0.3813,-0.0172
8.625,0.383,0.021,-0.3818,-0.0167
8.63,0.387,0.017,-0.3832,-0.0208
8.635,0.387,0.015,-0.3871,-0.0166
8.64,0.39,0.008,-0.3873,-0.0155
8.645,0.388,0.021,-0.3902,-0.0082
8.65,0.387,0.033,-0.3883,-0.0211
8.655,0.386,0.028,-0.3866,-0.0328
8.66,0.381,0.029,-0.3864,-0.0284
8.665,0.377,0.017,-0.3813,-0.0293
8.67,0.377,0.018,-0.3768,-0.0169
8.675,0.376,0.023,-0.3765,-0.0183
8.68,0.377,0.025,-0.3759,-0.0231
8.685,0.376,0.019,-0.3772,-0.0247
8.69,0.377,0.031,-0.3764,-0.019
8.695,0.373,0.044,-0.3766,-0.0307
8.7,0.376,0.035,-0.3726,-0.0437
8.705,0.376,0.048,-0.3759,-0.0346
8.71,0.377,0.042,-0.3764,-0.0479
8.715,0.381,0.042,-0.3773,-0.0421
8.72,0.382,0.037,-0.3807,-0.0424
8.725,0.384,0.041,-0.3822,-0.037
8.73,0.378,0.053,-0.3843,-0.0408
8.735,0.38,0.051,-0.378,-0.0528
8.74,0.382,0.052,-0.3796,-0.0514
8.745,0.384,0.055,-0.3821,-0.0517
8.75,0.375,0.037,-0.3839,-0.0545
8.755,0.379,0.029,-0.375,-0.0375
8.76,0.377,0.017,-0.3793,-0.0294
8.765,0.376,0.02,-0.3765,-0.0169
8.77,0.375,0.016,-0.3763,-0.0203
8.775,0.367,0.016,-0.3748,-0.0165
8.78,0.366,0.023,-0.3673,-0.0164
8.785,0.361,0.019,-0.3659,-0.0232
8.79,0.355,0.03,-0.361,-0.0193
8.795,0.355,0.035,-0.3546,-0.0302
8.8,0.351,0.026,-0.3554,-0.0351
8.805,0.352,0.023,-0.3506,-0.0263
8.81,0.352,0.016,-0.3522,-0.0228
8.815,0.358,0.006,-0.352,-0.0159
8.82,0.359,-0.006,-0.3582,-0.0056
8.825,0.364,-0.011,-0.3588,0.0056
8.83,0.369,-0.019,-0.364,0.0112
8.835,0.37,-0.029,-0.3688,0.0193
8.84,0.37,-0.027,-0.37,0.0286
8.845,0.373,-0.027,-0.3702,0.0274
8.85,0.373,-0.015,-0.3734,0.0268
8.855,0.371,-0.018,-0.373,0.0153
8.86,0.365,-0.026,-0.3708,0.0179
8.865,0.369,-0.028,-0.3651,0.0263
8.87,0.368,-0.023,-0.3694,0.0281
8.875,0.366,-0.016,-0.3684,0.0232
8.88,0.358,-0.025,-0.3661,0.0155
8.885,0.356,-0.031,-0.3577,0.0247
8.89,0.356,-0.039,-0.3562,0.0314
8.895,0.357,-0.037,-0.3562,0.0391
